Name,Environmental fate,Ecotoxicity,Human health,SMILES
Chlorthiophos (Ref: ENT 27635),Low,Moderate,High,CCOP(=S)(OCC)OC1=CC(=C(C=C1Cl)Cl)SC
Monocrotophos (Ref: ENT 27129),High,High,High,C/C(=C\C(=O)NC)/OP(=O)(OC)OC
Dikegulac,High,Moderate,Low,CC1(OCC2C(O1)C3C(O2)(OC(O3)(C)C)C(=O)O)C
Benzthiazuron (Ref: BAY 60618 ),High,Low,Moderate,CNC(=O)NC1=NC2=CC=CC=C2S1
Halosulfuron-methyl (Ref: CGA 288239),Moderate,Moderate,High,CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Tembotrione (Ref: AE 0172747),High,Moderate,Moderate,CS(=O)(=O)C1=C(C(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl)COCC(F)(F)F
Spirotetramat (Ref: BYI 08330),Moderate,Moderate,Moderate,CCOC(=O)OC1=C(C(=O)NC12CCC(CC2)OC)C3=C(C=CC(=C3)C)C
Fluroxypyr-meptyl,Moderate,Moderate,High,CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F
MCPA-thioethyl,High,High,Moderate,CCSC(=O)COC1=C(C=C(C=C1)Cl)C
Sodium chlorate,High,Moderate,Low,[O-]Cl(=O)=O.[Na+]
Fluorodifen (Ref: C 6989),Moderate,Moderate,Low,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
Dichlone (Ref: USR 604),Moderate,High,Moderate,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)Cl
Fenaminosulf (Ref: BAY 5027),High,Moderate,High,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+]
Kinoprene,Low,Moderate,Low,CC(C)CCCC(C)CC=CC(=CC(=O)OCC#C)C
Flubendiamide (Ref: NNI-0001),High,High,High,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C
Pyroxsulam (Ref: XDE 742),High,Moderate,Moderate,COC1=CC(=NC2=NC(=NN12)NS(=O)(=O)C3=C(C=CN=C3OC)C(F)(F)F)OC
Orthosulfamuron (Ref: IR5878),Moderate,Moderate,High,CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Chromafenozide (Ref: ANS 118),High,Moderate,Moderate,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C
Amisulbrom,Moderate,High,High,CC1=C(C2=C(N1S(=O)(=O)C3=NN(C=N3)S(=O)(=O)N(C)C)C=C(C=C2)F)Br
Chlorantraniliprole (Ref: DPX E2Y45),High,High,Moderate,CC1=C(C(=CC(=C1)Cl)C(=O)NC)NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br
Pyridalyl (Ref: S-1812),High,High,Moderate,C1=CC(=NC=C1C(F)(F)F)OCCCOC2=C(C=C(C=C2Cl)OCC=C(Cl)Cl)Cl
Ipconazole (Ref: KNF 317),High,High,Moderate,CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl
"2,3,3-trichloro-2-propene sulfonic acid",High,Low,Low,C(C(=C(Cl)Cl)Cl)S(=O)(=O)O
Orysastrobin,High,Moderate,Moderate,CC(=NOC)C(=NOC)C(=NOCC1=CC=CC=C1C(=NOC)C(=O)NC)C
Cyflumetofen (Ref: OK-5101),Moderate,High,Moderate,CC(C)(C)C1=CC=C(C=C1)C(C#N)(C(=O)C2=CC=CC=C2C(F)(F)F)C(=O)OCCOC
Spinetoram (Ref: XDE 175),Moderate,High,Moderate,CCC1CCCC(C(C(=O)C2=CC3C(C2CC(=O)O1)CCC4C3CC(C4)OC5C(C(C(C(O5)C)OC)OCC)OC)C)OC6CCC(C(O6)C)N(C)C
Chlorimuron-ethyl (Ref: DPX F6025),High,Moderate,Moderate,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)Cl)OC
Ethametsulfuron-methyl (Ref: DPX-A7881),Moderate,Moderate,Moderate,CCOC1=NC(=NC(=N1)NC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC
Cyclosulfamuron (Ref: BAS 710H),Moderate,Moderate,Low,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC
Pyrazosulfuron-ethyl (Ref: NC 311),Moderate,Moderate,Low,CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Sulfometuron-methyl (Ref: DPX T5648),High,Moderate,Low,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C
Trifloxysulfuron (Ref: CGA 292230),High,Moderate,Low,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)OCC(F)(F)F)OC
Trifloxysulfuron-sodium (Ref: CGA 362622),Moderate,Moderate,Low,COC1=CC(=NC(=N1)NC(=O)[N-]S(=O)(=O)C2=C(C=CC=N2)OCC(F)(F)F)OC.[Na+]
Imazapic (Ref: AC 263222),High,Moderate,Low,CC1=CN=C(C(=C1)C(=O)O)C2=NC(C(=O)N2)(C)C(C)C
Cloransulam-methyl (Ref: XDE 565),High,Moderate,Low,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)C(=O)OC)F
Diclosulam (Ref: XDE 564),Moderate,Moderate,Low,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)Cl)F
Pyribenzoxim (Ref: LGC 40863 ),Moderate,Low,Low,COC1=CC(=NC(=N1)OC2=C(C(=CC=C2)OC3=NC(=CC(=N3)OC)OC)C(=O)ON=C(C4=CC=CC=C4)C5=CC=CC=C5)OC
Flucarbazone-sodium (Ref: BAY MKH 6562),High,Moderate,Low,CN1C(=NN(C1=O)C(=NS(=O)(=O)C2=CC=CC=C2OC(F)(F)F)[O-])OC.[Na+]
Dimethametryn (Ref: C 18898),High,Moderate,Low,CCNC1=NC(=NC(=N1)SC)NC(C)C(C)C
Amicarbazone (Ref: BAY MKH 3586),High,Moderate,Moderate,CC(C)C1=NN(C(=O)N1N)C(=O)NC(C)(C)C
Lactofen (Ref: PPG 844),Moderate,Moderate,High,CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
Flumiclorac-pentyl (Ref: S 23031),High,Moderate,Low,CCCCCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C3=C(C2=O)CCCC3)F)Cl
Pentoxazone (Ref: KPP-314),Moderate,Moderate,Low,CC(=C1C(=O)N(C(=O)O1)C2=CC(=C(C=C2F)Cl)OC3CCCC3)C
Butafenacil (Ref: CGA 276854),Moderate,High,Low,CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl
"1-carboxy-1-methylethyl 2-chloro-5-[3,6-dihydro-3-methyl-2,6-dioxo-4-(trifluoromethyl)-1(2H)-pyrimidinyl] benzoate (Ref: CGA 293730)",High,Moderate,Low,-
Pyraclonil (Ref: NAI-1886),Moderate,Moderate,High,CN(CC#C)C1=C(C=NN1C2=NN3CCCCC3=C2Cl)C#N
Benzofenap (Ref: MY 71),Moderate,Moderate,Low,CC1=CC=C(C=C1)C(=O)COC2=C(C(=NN2C)C)C(=O)C3=C(C(=C(C=C3)Cl)C)Cl
Benzobicyclon (Ref: SB 500),Moderate,Moderate,Moderate,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl
Thenylchlor (Ref: NSK 850),Moderate,Moderate,Low,CC1=C(C(=CC=C1)C)N(CC2=C(C=CS2)OC)C(=O)CCl
Naproanilide,Moderate,Moderate,Moderate,CC(C(=O)NC1=CC=CC=C1)OC2=CC3=CC=CC=C3C=C2
Fentrazamide (Ref: BAY YRC 2388),High,Moderate,Low,CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl
Anilofos (Ref: HOE 30374),Moderate,Moderate,High,CC(C)N(C1=CC=C(C=C1)Cl)C(=O)CSP(=S)(OC)OC
Piperophos (Ref: C 19 490),Moderate,High,High,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
Esprocarb (Ref: C 14526),High,Moderate,Low,CCN(C(C)C(C)C)C(=O)SCC1=CC=CC=C1
Flupropanate-sodium (Ref: Orga 3045),High,Low,Low,C(C(C(=O)[O-])(F)F)(F)F.[Na+]
Diflufenzopyr (Ref: HSDB 7010),Moderate,Moderate,High,CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O
Indanofan (Ref: MK 243),Moderate,Moderate,Moderate,CCC1(C(=O)C2=CC=CC=C2C1=O)CC3(CO3)C4=CC(=CC=C4)Cl
Cyphenothrin (Ref: S 2703),Moderate,High,Moderate,CC(=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C
Fenobucarb (Ref: BAY 41367C),Moderate,Moderate,High,CCC(C)C1=CC=CC=C1OC(=O)NC
XMC (Ref: H 69),Moderate,High,High,CC1=CC(=CC(=C1)OC(=O)NC)C
EPN (Ref: OMS 219),Moderate,High,High,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
Cycloprothrin (Ref: OMS 3049),High,Moderate,Moderate,CCOC1=CC=C(C=C1)C2(CC2(Cl)Cl)C(=O)OC(C#N)C3=CC(=CC=C3)OC4=CC=CC=C4
Benquinox (Ref: BAY 15080),Moderate,High,Moderate,C1=CC=C(C=C1)C(=O)NNC2=CC=C(C=C2)N=O
Dichlormid,High,Low,Low,C=CCN(CC=C)C(=O)C(Cl)Cl
Diethyltoluamide,Moderate,Moderate,High,CCN(CC)C(=O)C1=CC(=CC=C1)C
"1,2-dichloropropane (Ref: ENT 15406 )",High,Moderate,High,CC(CCl)Cl
Allidochlor (Ref: CP 6343),High,Moderate,Moderate,C=CCN(CC=C)C(=O)CCl
Aminocarb (Ref: BAY 44646),Moderate,High,High,CC1=C(C=CC(=C1)OC(=O)NC)N(C)C
Chlorfenac,High,Moderate,Moderate,C1=CC(=C(C(=C1Cl)CC(=O)O)Cl)Cl
Dinotefuran (Ref: MTI 446),High,High,Moderate,CN=C(NCC1CCOC1)N[N+](=O)[O-]
Etaconazole (Ref: CGA 64251 ),Moderate,Moderate,Moderate,CCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl
Flumetralin (Ref: CGA 41065),High,High,High,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Mexacarbate (Ref: ENT 25766),Moderate,High,High,CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC
Nitrapyrin,Moderate,Moderate,Moderate,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl
Piperalin (Ref: HSDB 7058),Moderate,Moderate,Low,CC1CCCCN1CCCOC(=O)C2=CC(=C(C=C2)Cl)Cl
Prodiamine (Ref: SAN 745H),High,Moderate,Moderate,CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-]
Secbumeton,High,Moderate,Moderate,CCC(C)NC1=NC(=NC(=N1)NCC)OC
Edifenphos (Ref: BAY 78418),Moderate,High,High,CCOP(=O)(SC1=CC=CC=C1)SC2=CC=CC=C2
Oxpoconazole fumarate (Ref: UR 50302),Moderate,Moderate,Moderate,CC1(COC(N1C(=O)N2C=CN=C2)(C)CCCC3=CC=C(C=C3)Cl)C.CC1(COC(N1C(=O)N2C=CN=C2)(C)CCCC3=CC=C(C=C3)Cl)C.C(=CC(=O)O)C(=O)O
Iprobenfos,Moderate,Moderate,High,CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1
Furametpyr (Ref: S 82658),Moderate,Moderate,Moderate,CC1C2=C(C=CC=C2NC(=O)C3=C(N(N=C3C)C)Cl)C(O1)(C)C
Thifluzamide (Ref: MON 24000),High,Moderate,Low,CC1=NC(=C(S1)C(=O)NC2=C(C=C(C=C2Br)OC(F)(F)F)Br)C(F)(F)F
Penthiopyrad (Ref: MTF 753),Moderate,Moderate,High,CC(C)CC(C)C1=C(C=CS1)NC(=O)C2=CN(N=C2C(F)(F)F)C
Metominostrobin (Ref: SSF 126),High,Moderate,Moderate,CNC(=O)C(=NOC)C1=CC=CC=C1OC2=CC=CC=C2
Phthalide (Ref: BAY 96610),Moderate,Moderate,Low,C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)O1
Fenoxanil (Ref: BAS 546F),Moderate,Moderate,Low,CC(C)C(C)(C#N)NC(=O)C(C)OC1=C(C=C(C=C1)Cl)Cl
Tecloftalam (Ref: SF 7402),High,Moderate,Low,C1=CC(=C(C(=C1)Cl)Cl)NC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)O
Diclomezine (Ref: F-850),Moderate,Low,Low,CC1=C(C=C(C=C1Cl)C2=NNC(=O)C=C2)Cl
Diflumetorim (Ref: UBF 002),High,High,Moderate,CCC(C1=CC=C(C=C1)OC(F)F)NC2=NC=NC(=C2Cl)C
Flumorph (Ref: SYP L190),Moderate,Moderate,High,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)F)OC
Methasulfocarb (Ref: NK 191),Moderate,Moderate,Moderate,CNC(=O)SC1=CC=C(C=C1)OS(=O)(=O)C
"2-chloro-4-(methylsulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]-benzoic acid (Ref: AE-0456148)",High,Low,Low,-
N-(4-(1-carboxy-1-methylethyl)-benzyl)-4-chloro-3-ethyl-1-methyl-5-pyrazolecarboximide (Ref: CL-810721),High,Low,Moderate,-
Dimethylvinphos (Ref: SD 8280),Moderate,High,High,COP(=O)(OC)OC(=CCl)C1=C(C=C(C=C1)Cl)Cl
Fenchlorphos (Ref: Dow ET-14),Low,Moderate,High,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl
Chlordimeform (Ref: ENT 27335),Moderate,Moderate,High,CC1=C(C=CC(=C1)Cl)N=CN(C)C
Alpha-chlorohydrin (Ref: U 5897),High,High,High,C(C(CCl)O)O
Imiprothrin (Ref: S 41311),Moderate,High,Moderate,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C
Iodomethane (Ref: TM 425),Moderate,High,High,CI
Lithium perfluorooctane sulfonate,High,High,High,[Li+].C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
Metofluthrin (Ref: S 1264),Moderate,High,High,CC=CC1C(C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F
Pyrasulfotole (Ref: AE 0317309 ),Moderate,Moderate,Moderate,CC1=C(C(=O)N(N1)C)C(=O)C2=C(C=C(C=C2)C(F)(F)F)S(=O)(=O)C
"N,N-dimethyl-2-sulfamoylpyridine-3-carboxamide",High,Moderate,Low,-
Thiencarbazone-methyl (Ref: BYH 18636 ),Moderate,Moderate,High,CC1=C(C(=CS1)C(=O)OC)S(=O)(=O)NC(=O)N2C(=O)N(C(=N2)OC)C
Saflufenacil (Ref: BAS 800H),Low,Moderate,Moderate,CC(C)N(C)S(=O)(=O)NC(=O)C1=CC(=C(C=C1Cl)F)N2C(=O)C=C(N(C2=O)C)C(F)(F)F
T-oxanilic acid (Ref: MON 52766),High,Moderate,Low,C1=CC=C(C=C1)NC(=O)C(=O)O
T-sulfonic acid,High,Moderate,Low,-
T-sulfinylacetic acid (Ref: MON 52709),High,Moderate,Low,-
Bixafen,High,High,High,CN1C=C(C(=N1)C(F)F)C(=O)NC2=C(C=C(C=C2)F)C3=CC(=C(C=C3)Cl)Cl
3-(4-hydroxy-6-methoxypyrimidin-2-yl)-1-(N-methyl-N-methylsulfonyl-aminosulfonyl)-urea (Ref: AE-F101630),High,Moderate,Low,-
"5-((3-chloro-5-(trifluoromethyl)-2-pyridyl)amino)-alpha,alpha,alpha-trifluoro-4,6-dinitro-o-cresol",High,Moderate,Moderate,-
"4-(N'-(3,5-dimethylbenzoyl_-N-(1,1-dimethylethyl)hydrazinocarbonyl)benzoic acid (Ref: RH-2651)",Moderate,Moderate,Low,-
"4-(N'-(3,5-dimethylbenzoyl-N-(1,1-dimethylethyl)hydrazinocarbonyl)phenyl acetic acid (Ref: RH-2703)",Moderate,Moderate,Low,-
"N-(1,1-dimethyethyl)-N-(4-acetylebenzoyl)-3,5-dimethylbenzohydrazine (Ref: RH-6595)",Moderate,Moderate,Low,-
Isobenzan (Ref: ENT 25545),High,High,High,C12C(C(OC1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
Fluchloralin (Ref: BAS 392H),High,High,Moderate,CCCN(CCCl)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Nitralin (Ref: HSDB 789),High,High,Low,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-]
Ampropylfos (Ref: PNL 62),Moderate,Low,Moderate,CCC(N)P(=O)(O)O
Fensulfothion (Ref: ENT 24945),Moderate,High,High,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(=O)C
Chlordecone (Ref: ENT 16391),High,High,High,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
Mirex (Ref: GC 1283),High,Moderate,High,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl
Simetryn,High,Moderate,Moderate,CCNC1=NC(=NC(=N1)SC)NCC
Azobenzene (Ref: ENT 14611),Moderate,High,High,C1=CC=C(C=C1)N=NC2=CC=CC=C2
3-chloroaniline,Moderate,High,High,C1=CC(=CC(=C1)Cl)N
Cyclohexanone,High,Low,High,C1CCC(=O)CC1
Ethylene glycol,High,Low,High,C(CO)O
Naphthalene,Moderate,Moderate,High,C1=CC=C2C=CC=CC2=C1
"N,N-dimethyl capramide",Moderate,Moderate,Low,CCCCCCCCCC(=O)N(C)C
Pelargonic acid,Moderate,Moderate,Low,CCCCCCCCC(=O)O
1-naphthylacetic acid,High,Moderate,High,C1=CC=C2C(=C1)C=CC=C2CC(=O)O
2-naphthyloxyacetic acid,High,Moderate,Moderate,c1ccc2cc(ccc2c1)OCC(=O)O
Acetic acid,High,Moderate,Moderate,CC(=O)O
Aramite (Ref: ENT 16519),High,High,High,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl
Diphenylamine,Low,Moderate,High,C1=CC=C(C=C1)NC2=CC=CC=C2
2-phenylphenol,Moderate,High,High,C1=CC=C(C=C1)C2=CC=CC=C2O
"1,1,1-acetonitrile (Ref: USAF EK-488)",High,Low,Moderate,CC#N
Carbon tetrachloride (Ref: ENT 4705),Moderate,Moderate,High,C(Cl)(Cl)(Cl)Cl
Isophorone,Moderate,Low,High,CC1=CC(=O)CC(C1)(C)C
8-hydroxyquinoline,Low,High,High,C1=CC2=C(C(=C1)O)N=CC=C2
Noviflumuron,High,Moderate,High,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F
Xylene,High,Moderate,High,-
"1,2-benzisothiazolin-3-one",Moderate,Moderate,Moderate,C1=CC=C2C(=C1)C(=O)NS2
Fluopyram,High,High,Moderate,C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F
Isotianil (Ref: BYF1047),Moderate,Moderate,Low,C1=CC=C(C(=C1)C#N)NC(=O)C2=C(C(=NS2)Cl)Cl
2-butoxyethanol (Ref: A13-0993),High,Moderate,High,CCCCOCCO
Pyroxasulfone (Ref: KIH-485),Moderate,Moderate,Moderate,CC1(CC(=NO1)S(=O)(=O)CC2=C(N(N=C2C(F)(F)F)C)OC(F)F)C
Ethanol,High,Low,High,CCO
Paraffin oil (CAS No: 64742-46-7),Moderate,High,High,-
Paraffin oil (CAS No: 8042-47-5) (Ref: NEU 11301),High,Moderate,Low,-
Propisochlor,Moderate,Moderate,Moderate,CCC1=CC=CC(=C1N(COC(C)C)C(=O)CCl)C
Calcium carbide,Low,Moderate,Low,[C-]#[C-].[Ca+2]
Methyl nonyl ketone,Moderate,Moderate,Low,CCCCCCCCCC(=O)C
Denatonium benzoate (Ref: ASU 90 820 P),High,Moderate,Moderate,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-]
Iron sulphate,High,Moderate,Moderate,[O-]S(=O)(=O)[O-].[Fe+2]
3-chloroacrylic acid,High,Moderate,Low,C(=CCl)C(=O)O
"Methyl-N-malonyl-N-2,6-xylyl-DL-alaninate",Moderate,Moderate,Moderate,-
"N-malonyl-N-2,6-xylyl-DL-alanine",High,Low,Low,-
"2,3.-dihydro-2,2-diemethyl-7-benzofuranol (Ref: NIA 10272 )",Moderate,Moderate,Moderate,CC1(CC2=C(O1)C(=CC=C2)O)C
Dibutylamine,Moderate,Moderate,Moderate,CCCCNCCCC
"2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorobenzoic acid",High,Moderate,High,O=C(O)c1cc(c(F)cc1Cl)N2N=C(C)N(C2=O)C(F)F
Clethodim oxazole sulfone,High,Moderate,Low,-
Clodinafop (Ref: CGA 193469),High,Moderate,High,CC(C(=O)O)OC1=CC=C(C=C1)OC2=NC=C(C=C2F)Cl
Nitrofen (Ref: FW-925),Moderate,Moderate,High,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl
Acetaldehyde,High,Moderate,High,CC=O
Pyributicarb (Ref: TSH-888),Moderate,Moderate,Low,CC(C)(C)C1=CC(=CC=C1)OC(=S)N(C)C2=NC(=CC=C2)OC
"2-((carbamoylcarbamoyl)sulfamoyl)-N,N-dimethylpyridine-3-carboxamide",High,High,Low,-
"N-formyl-N'-propyl-N'-2(2,4,6-trichlorophenoxy)ethylurea (Ref: BTS 44596)",Moderate,Moderate,Low,-
Dibromochloropropane (Ref: OS1897),High,Moderate,High,C(C(CBr)Br)Cl
Thiacloprid-amide (Ref: KK02254),High,Moderate,Low,-
Thiacloprid sulfonic acid (Ref: BCS-AB54351),High,Moderate,Low,-
"3,5-dichloro-2,4-difluoroaniline",Low,Moderate,Moderate,-
Isopyrazam (Ref: SYN 520453),High,High,Moderate,CC(C)C1C2CCC1C3=C2C=CC=C3NC(=O)C4=CN(N=C4C(F)F)C
4-(4-hydroxyphenoxy)phenyl (RS)-2-(2-pyridyloxy)propyl ether,Moderate,Moderate,Low,-
Phosphane,Low,High,Moderate,P
S-methoprene (Ref: SAN 810),Moderate,Moderate,Low,CC(C)OC(=O)C=C(C)C=CCC(C)CCCC(C)(C)OC
Barium polysulphide,High,Moderate,High,[S-2].[Ba+2]
Peroxyacetic acid,High,Moderate,Moderate,CC(=O)OO
Butanethiol,Moderate,Low,Moderate,C(CC)CS
Benzoic acid,Moderate,Moderate,High,C1=CC=C(C=C1)C(=O)O
Chlorthion (Ref: BAY 22/190 ),Moderate,High,High,COP(=S)(OC)OC1=CC(=C(C=C1)[N+](=O)[O-])Cl
Ferric phosphate,Low,Moderate,Moderate,[O-]P(=O)([O-])[O-].[Fe+3]
1-methyl-4-(2-methyl-2H-tetrazol-5-yl)-1H-pyrazole-5-sulfonamide (Ref: IN A8342),High,Low,Low,-
"1,2-dibromoethane",High,Moderate,High,C(CBr)Br
"N-(2,6-difluorobenzoyl)-4-tert-butyl-2-ethoxybenzamine",High,High,Low,-
"2 amino-2-(4-tert-butyl-2-ethoxyphenyl)ethyl 2',6'-difluorobenzoate hydrochloride",Moderate,High,Low,-
2 amino-2-(4-tert-butyl-2-ethoxyphenyl)ethanol,Moderate,High,Low,-
"4-(4-tert-butyl-2-ethoxyphenyl)-2-(2,6-difluorophenyl)oxazole",High,High,Low,-
Sodium hypochlorite,High,High,Low,[O-]Cl.[Na+]
Desethyl-terbuthylazine (Ref: GS26379),High,Moderate,Moderate,CC(C)(C)NC1=NC(=NC(=N1)N)Cl
2-hydroxy-terbuthylazine (Ref: GS 23158),High,Moderate,Low,CCNC1=NC(=O)N=C(N1)NC(C)(C)C
Metamifop (Ref: DBH-129),Low,Moderate,Low,CC(C(=O)N(C)C1=CC=CC=C1F)OC2=CC=C(C=C2)OC3=NC4=C(O3)C=C(C=C4)Cl
Fluthiacet-methyl (Ref: CGA 248757),Moderate,High,Moderate,COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl
Ethoxylated p-nonylphenol (Ref: A 730),High,Moderate,High,c1(ccc(OCCOCCO)cc1)CCCCCCCCC
Metolachlor oxanilic acid (Ref: CGA 51202),High,Moderate,Low,CCC1=CC=CC(=C1N(C(C)COC)C(=O)C(=O)O)C
Leptophos (Ref: OMS 1438 ),Low,High,High,COP(=S)(C1=CC=CC=C1)OC2=CC(=C(C=C2Cl)Br)Cl
Paraquat dichloride,High,High,Moderate,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-]
6-hydroxy-4-trifluoromethylnicotinic acid,High,Moderate,Low,-
Potassium iodide,Low,High,High,[K+].[I-]
"2,4,5-trichlorophenoxyacetic acid",High,Moderate,High,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O
Isodrin (Ref: ENT 19244),Low,High,High,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl
Diquat,High,High,High,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31
Imazamethabenz (Ref: AC 263840),Moderate,Moderate,Moderate,CC1=CC(=C(C=C1)C(=O)O)C2=NC(C(=O)N2)(C)C(C)C
P-nonylphenol,Low,Moderate,High,CCCCCCCCCC1=CC=C(C=C1)O
Propamocarb (Ref: SN 39744),Low,Moderate,High,CCCOC(=O)NCCCN(C)C
Fosetyl,Low,Low,Moderate,CCOP(=O)=O
Flupoxam (Ref: MON 18500),Moderate,Moderate,Low,C1=CC=C(C=C1)C2=NC(=NN2C3=CC(=C(C=C3)Cl)COCC(C(F)(F)F)(F)F)C(=O)N
Asulam (Ref: M&B 9057),High,Moderate,High,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
Bensulfuron (Ref: IN R9419),Moderate,Moderate,Moderate,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)O)OC
Flupyrsulfuron,Low,High,Low,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=N2)C(F)(F)F)C(=O)O)OC
Iodosulfuron,High,Moderate,High,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)I)C(=O)O
Tribenuron (Ref: IN R9803),High,Moderate,High,CC1=NC(=NC(=N1)OC)N(C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)O
