Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,qed,Chi2v,Chi3v,BalabanJ,Chi1v,BCUT2D_LOGPLOW,MolLogP,Chi4v,Chi0v,FpDensityMorgan2,Kappa3,Kappa2,SPS,BCUT2D_CHGHI
Cholecalciferol,Not High,2.594860983,0.499104027,10.83149848,8.353356217,1.695898531,12.06754873,-2.35546016,7.619,6.65870292,18.97394685,1.892857143,4.835094054,9.329705669,37.64285714,2.498996973
Choline chloride,High,1.842325808,0.397592531,2.73753768,0.770820393,0.0,2.474096319,-2.996001962,-3.3111,0.3,6.442534172,1.625,9.510489164,4.125077866,10.5,2.01676191
Cinidon-ethyl (Ref: BAS 615H),Not High,2.364797509,0.435754005,6.842890409,4.988387493,1.935414745,9.139483231,-2.310660925,4.2266,3.494546735,15.69292858,1.807692308,3.414880475,7.639907586,17.65384615,2.392367303
Cinosulfuron (Ref: CGA 142464),High,2.228397061,0.553543332,6.630856834,4.466042205,2.15267857,9.262327649,-2.347963135,0.4244,2.961540028,16.14773833,1.642857143,5.653144806,9.66053824,10.82142857,2.225994954
Clethodim (Ref: RE 45601),High,2.306224911,0.291616145,7.571548922,5.014601045,2.717680423,9.555632215,-2.30990052,4.0041,3.844666512,15.63542493,2.043478261,6.694099076,10.89415784,20.17391304,2.327537338
Clodinafop propargyl (Ref: CGA 184927),Not High,2.256414208,0.588722015,5.022328112,2.961559393,1.975448227,7.228379292,-2.257126069,3.6101,1.801985379,13.41797358,2.041666667,4.863548338,8.178977207,11.25,2.157042922
Clofencet (Ref: MON 21250 ),High,2.152850497,0.933574533,4.31387616,2.95303655,2.706695792,6.024916794,-2.234147877,2.1465,1.978685079,10.88588891,2.0,2.507118595,5.237014312,10.42105263,2.174653776
Clofentezine (Ref: NC 21314),High,2.257094228,0.720022371,4.821306405,3.367582424,2.007301288,6.583021148,-1.994027095,3.9074,2.170510599,11.67544337,0.9,2.478812437,5.526081527,10.5,2.102363666
Clomazone (Ref: FMC 57020),Not High,2.287300083,0.794199393,4.997697035,3.027221822,2.129383558,5.566611789,-2.299574438,2.64,1.791515157,10.12121823,2.125,2.057971414,4.072705755,19.1875,2.398589701
Clopyralid,High,2.156214399,0.69255238,2.564006408,1.530097602,3.23220887,3.41952156,-2.002404419,2.0866,0.901913002,6.725162858,2.090909091,1.817283951,3.067883356,9.636363636,2.09346052
Cloquintocet-mexyl (Ref: CGA 185072),Not High,2.290307385,0.514282773,5.937225059,3.901388328,1.908833852,8.347786363,-2.204170838,4.779,2.579711952,14.30548741,2.130434783,5.100638573,8.726057661,12.13043478,2.121343235
Clothianidin (Ref: CGA 322704),High,2.164400782,0.355200432,4.071528145,2.491043466,2.445694045,5.028854747,-2.394894264,0.6532,1.708843767,9.301232708,2.6,4.085628466,5.46589045,11.2,2.047022314
Coumachlor,Not High,2.3590755,0.719105862,6.094673011,4.184262891,2.242176861,7.844919513,-2.161453866,4.263,2.950287395,13.70911109,1.833333333,3.054287927,6.494186107,12.25,2.253879922
Coumatetralyl,Not High,2.401140915,0.690455553,5.791589006,4.537754648,1.979698566,7.579831722,-2.181150202,3.9668,3.508965278,12.08118294,1.818181818,1.931055002,5.021055119,17.36363636,2.277628013
Crimidine,High,2.108730831,0.600161332,2.869044376,1.440634745,3.083430511,3.656758158,-2.108086248,1.50442,0.965432166,7.552884475,2.0,2.048502439,3.048412601,9.818181818,1.995624082
"Cyanamide (Ref: LH 21,810A)",High,0.900098409,0.291167961,0.129099445,0.0,2.475534206,0.512281932,-1.687934323,-0.57382,0.0,1.524563865,2.0,1.29,1.29,2.333333333,1.118679834
Cyanazine,Not High,2.133425547,0.832661954,3.98184983,1.815855549,2.929790652,5.192854466,-2.29434988,1.67088,1.11072724,10.12985458,1.9375,3.513153982,4.944116985,10.6875,2.177666573
Cyazofamid (Ref: IKF 916),Not High,2.304899543,0.865047576,6.956353804,4.915451123,2.817868848,7.746220209,-2.298453142,2.0381,3.1603467,13.27339033,1.857142857,2.654064929,5.483862253,11.61904762,2.278297951
Cyclanilide (Ref: RPA 090946),Not High,2.466274861,0.832686468,4.809187621,3.321167751,2.166183507,5.71088916,-2.308082249,2.7967,1.951590018,10.17776138,1.941176471,2.231921878,4.200044229,16.35294118,2.566903356
Cycloate (Ref: R 2063),Not High,2.243131971,0.717721205,4.992035704,3.62861258,2.459331222,6.711265582,-2.387756061,3.5141,2.826412426,10.10730449,1.928571429,3.19235035,6.330980784,18.14285714,2.230230894
Cycloxydim (Ref: BAS 517H),High,2.365845952,0.461317184,7.280361833,5.697717552,2.106854138,9.574298607,-2.345283989,3.2731,4.630777315,14.46815131,1.954545455,4.353525134,8.726057661,26.18181818,2.364765716
Cyflufenamid (Ref: NF 149),Not High,2.340138423,0.330598228,6.654653378,4.256523497,1.960556421,8.842267061,-2.307266577,4.4307,2.595243655,15.10076182,1.793103448,5.59855591,8.687930145,14.72413793,2.373812672
Cyfluthrin (Ref: OMS 2012),Not High,2.600056213,0.499726358,8.339998909,5.302423118,1.769045078,9.646116243,-2.143782342,6.31708,3.581262163,17.24591301,1.931034483,4.720388162,8.442870432,20.13793103,2.615318979
Cyhalofop-butyl (Ref: DE 537),Not High,2.266263288,0.510034365,5.611601447,3.499519251,1.935829055,8.340120417,-2.2593996,4.60028,2.053066455,14.69829373,1.884615385,5.485484829,9.422784335,11.30769231,2.158356464
Cyhalothrin (Ref: OMS 2011),High,2.60399413,0.469387702,8.178015538,5.592591845,1.72297074,9.79046734,-2.14399238,6.54398,3.550919479,17.4452988,1.806451613,5.202421424,8.637870733,21.0,2.621342747
Cymoxanil (Ref: DPX T3217),High,1.790698151,0.464456052,2.047849852,1.067948067,4.272256097,3.756944534,-2.418527879,-0.64192,0.570994328,7.826278844,2.214285714,4.058687439,6.4197404,9.928571429,2.137063743
Cypermethrin (Ref: OMS 2002),Not High,2.599929679,0.528046798,8.222629525,5.213148759,1.721481495,9.54046734,-2.142236553,6.17798,3.570249235,16.9452988,1.821428571,4.493889414,8.261449021,20.39285714,2.615221577
Cyproconazole (Ref: SAN 619),High,2.460841967,0.921421117,6.086749838,4.548116068,1.948662544,7.280352746,-2.390453698,2.8654,2.910163261,12.1628703,2.1,2.579679508,5.185277001,19.55,2.43970645
Cyprodinil (Ref: CGA 219417),High,2.389382448,0.869464226,4.523097194,2.899583061,1.870035833,5.987632778,-2.006526466,3.40602,1.887621913,9.850092638,1.882352941,2.437832572,4.166080129,14.64705882,2.252256951
Cyromazine (Ref: OMS 2014),Not High,2.224372329,0.552557543,2.794026035,1.580576148,2.177047784,3.774162771,-2.098312482,-0.3897,0.884164424,6.487905156,1.666666667,1.523473378,2.471521842,16.0,2.216024643
Daminozide,High,1.873409656,0.540940884,2.323145468,0.91423483,3.454102565,3.206995858,-2.356759053,-0.556,0.525766447,6.625137334,1.909090909,6.789440795,4.675103106,9.727272727,2.039542503
Dazomet (Ref: N 521),High,2.140101124,0.485762833,3.813465727,2.967362317,2.438362799,4.157487562,-2.395674009,0.7967,1.642744581,7.258130496,2.222222222,1.809044995,2.85600645,22.88888889,2.133826754
DDT (Ref: OMS 16),High,2.454212692,0.540334122,7.319538645,3.89260999,2.474116813,7.343493361,-2.179473039,6.4955,2.888780653,13.36561952,0.947368421,3.932918957,6.114691574,11.89473684,2.346342918
Deltamethrin (Ref: OMS 1998),Not High,2.601493873,0.421566373,9.987583559,5.489837956,1.721481495,10.37053493,-2.142219971,6.49018,3.868340417,18.60543399,1.821428571,4.653011757,8.502537048,20.39285714,2.614448615
Demeton-S-methyl,Not High,2.58697218,0.496135295,7.643764403,6.276061898,3.522394748,7.908014918,-1.882355032,2.8736,4.148094063,10.13719574,1.833333333,5.487855309,7.272408737,11.91666667,2.202812028
Desmedipham (Ref: EP 475),Not High,2.180163156,0.898357366,4.253846854,2.586605007,1.947468538,6.74845345,-2.167988084,3.8659,1.694262898,12.03625237,1.590909091,4.824229709,7.68045176,9.681818182,2.069035691
Desmetryn (Ref: G 34360),Not High,2.129104089,0.738206672,3.791756891,1.986572011,2.920018224,5.622133767,-2.138929127,1.4555,1.237851305,9.643735927,1.785714286,3.02449287,4.994598612,10.35714286,2.044331009
Di-1-p-menthene,Not High,2.420365236,0.521312737,7.73991358,5.686632228,1.807547745,8.284423609,-2.261451657,6.2856,3.737035957,13.46625533,1.631578947,4.226821362,6.286694931,28.84210526,2.301570822
Diafenthiuron (Ref: CGA 106630),Not High,2.374710561,0.554726738,8.938615779,4.326982879,2.435098234,9.972756213,-2.427867029,6.8106,3.291384769,18.32914558,1.407407407,6.244507406,8.745509637,11.59259259,2.191467982
Di-allate (Ref: CP 15),Not High,2.19155816,0.759620026,5.33560964,3.464850831,4.279209959,6.595756544,-2.394215511,4.2774,2.502347047,11.78715118,1.8,5.688567504,7.41934514,12.4,2.197441014
Diazinon (Ref: OMS 469),Not High,2.488299438,0.717615875,7.169552629,4.559747056,2.990376565,8.897176455,-2.058591839,3.58472,3.384127713,13.75447182,1.789473684,5.146214183,7.290405124,11.89473684,2.223006758
Dicamba (Ref: SAN 837H),High,2.329518618,0.834380531,3.057009703,2.089385623,3.433209198,4.0846804,-2.013818936,2.7002,1.396345585,8.186197553,1.923076923,1.86963801,3.852472256,9.769230769,2.174418872
Dichlobenil (Ref: H 133),Not High,2.218480315,0.589626564,2.522862337,1.704506472,3.342774623,3.351517153,-1.760732698,2.86508,1.086589355,6.447051241,1.7,1.233712169,2.916794426,8.9,2.010520489
Dichlofenthion (Ref: ENT 17470),High,2.507225702,0.713103546,6.727469556,4.634191127,2.893401561,8.353950613,-2.018105068,4.6697,3.662624983,12.70518174,1.764705882,4.740697837,6.931530107,11.52941176,2.219252395
Dichlofluanid (Ref: BAY 47531),Not High,2.420196652,0.6143393,8.405726155,5.163687787,3.205352782,7.607133355,-2.368745006,3.006,3.869383244,12.69291617,1.722222222,4.167111761,5.832698516,12.77777778,2.35360865
Dichlorophen,Not High,2.285404076,0.864712718,4.595716809,2.934179289,2.370227579,5.764281539,-1.897411646,3.9954,1.985926294,10.33342243,1.176470588,2.84267247,4.861181106,10.47058824,2.073701871
Dichlorprop (Ref: RD 406),High,2.276601783,0.875513664,3.516697089,2.075905478,2.817664885,4.605510043,-2.224467212,2.8453,1.264681683,8.840898091,2.142857143,2.786838599,4.529874882,12.21428571,2.135845185
Dichlorprop-P (Ref: BAS 044H),High,2.276601783,0.875513664,3.516697089,2.075905478,2.817664885,4.605510043,-2.224467212,2.8453,1.264681683,8.840898091,2.142857143,2.786838599,4.529874882,12.21428571,2.135845185
Dichlorvos (Ref: OMS 14),High,2.476749941,0.540193894,4.168675611,2.154314246,4.102541909,4.665657625,-1.884119275,2.6804,1.034023438,8.319771056,1.818181818,4.665437086,5.011734618,10.90909091,2.217134538
Diclofop-methyl (Ref: HOE 023408),Not High,2.317419137,0.738015883,5.275085753,3.321905443,2.039717259,7.223891177,-2.242994315,4.726,2.13647024,13.51958215,1.681818182,4.290974719,7.382366798,11.63636364,2.142070195
Dicloran (Ref: RD 6584),Not High,2.31226811,0.43642667,2.894601126,1.900053449,3.306535413,3.666024261,-1.918754235,2.4838,1.151872712,7.263547822,1.75,1.595567867,3.1640625,9.833333333,2.110976627
Dicofol (Ref: ENT 23648),High,2.488653535,0.682416197,7.3760593,4.258684609,2.622374711,7.451074755,-2.405928758,5.5995,2.782805246,13.73548284,0.95,3.037063757,5.920643642,12.5,2.49447869
Dicrotophos (Ref: OMS 253),High,2.489184323,0.410483541,4.698600017,2.87653764,4.546443218,5.611019359,-2.190368933,1.3959,1.358313208,10.4074461,1.733333333,4.969956529,5.900534456,12.46666667,2.241459396
Dicyclopentadiene,High,2.519544315,0.443824351,3.853371151,3.455101994,2.038964408,4.299659829,-2.119519173,2.3846,2.972928357,6.033015716,1.9,0.447935671,1.552802392,54.4,2.4350549
Dieldrin (Ref: ENT 16225 ),High,2.836423881,0.342677786,9.581833664,10.2157933,1.80290746,8.516931628,-2.46007974,4.4814,8.434422266,13.8828172,1.263157895,0.985958268,3.201411116,66.63157895,2.889332386
Dienochlor (Ref: SAN 804),High,2.666118139,0.341262069,7.986413805,8.629341252,2.819123971,8.419467095,-2.455154594,7.7256,5.488760193,16.33893419,0.55,2.03902291,5.739995781,25.5,2.645857416
Diethofencarb (Ref: S 1605),Not High,2.301818838,0.857381802,4.106603045,2.132533379,2.792804776,6.436497083,-2.175482896,3.4409,1.490259731,11.8566078,1.789473684,5.074306636,7.508325501,10.15789474,2.094132586
Difenacoum,High,2.453903771,0.304055214,9.024144183,7.074584531,1.425985978,11.66705425,-2.225573147,7.0275,5.381110524,18.64757885,1.411764706,3.50155549,8.345977873,17.41176471,2.329468446
Difenoconazole (Ref: CGA 169374),High,2.406564931,0.616741931,7.126713452,4.744426422,1.619349752,9.172343747,-2.336395437,4.6655,3.429392335,16.02188875,1.962962963,3.937982517,7.480395985,22.11111111,2.436918123
Difenoxuron (Ref: C3470),Not High,2.244603476,0.934234978,4.626547889,2.806904457,1.995230412,6.48551327,-2.266990127,3.581,1.62144019,12.29076062,1.380952381,4.138865506,6.652169302,9.857142857,2.038384261
Difenzoquat (Ref: BAS 450H),Not High,2.232354078,0.616780596,4.694082792,3.559823113,2.155727427,6.440358261,-2.386451709,3.1836,2.397703784,11.24528015,1.315789474,2.057072904,4.729281493,10.63157895,2.185442505
Difethialone (Ref: OMS 3053),High,2.457852713,0.250693897,11.10954865,8.656336243,1.407237107,13.37621493,-2.225957437,8.2585,6.624385264,21.35068618,1.457142857,4.111031625,9.102236061,17.28571429,2.322858957
Diflubenzuron (Ref: OMS 1804),Not High,2.138516142,0.890435202,4.44823578,2.77095302,2.055651413,6.168543614,-2.34913793,3.5801,1.701906381,11.24777083,1.523809524,3.760605013,6.319972673,10.04761905,2.185536336
Diflufenican (Ref: AE 088657),High,2.32673357,0.601206164,5.562060327,3.571001979,1.860716925,7.803832184,-2.14429913,5.4232,2.273000392,13.92703523,1.785714286,4.425820199,7.631142436,11.17857143,2.304201337
Dimefox,High,2.500385638,0.557899317,4.713230332,2.960223262,4.208996984,4.043669492,-2.168114544,1.1872,1.073312629,7.022280741,1.333333333,2.046843559,2.77551774,13.22222222,2.257930492
Dimefuron (Ref: RP 23465),High,2.247589988,0.91256701,6.732896181,3.3253951,2.371095244,7.360331544,-2.268674785,2.8699,1.985606202,14.43232988,2.0,3.734382568,6.077758894,11.39130435,2.232432357
Dimepiperate (Ref: MY 93),Not High,2.369561553,0.79426613,6.865999414,4.604549021,2.009370988,7.445614949,-2.343752631,4.2608,3.259918737,12.00249201,1.722222222,3.285354175,5.786705591,16.66666667,2.278126819
Dimethachlor (Ref: CGA 17020),High,2.242583633,0.757027947,4.179483273,2.872430536,3.073310172,6.063842984,-2.354198593,2.52164,1.991608765,11.25097475,1.941176471,3.446862565,6.620987841,10.35294118,2.174289991
Dimethenamid (Ref: SAN 582H),High,2.315825378,0.773456601,5.376280796,3.838970689,3.102772399,6.855550083,-2.421221636,2.97164,2.861624783,12.19126257,2.235294118,3.20851496,6.378868921,12.52941176,2.244776231
Dimethenamid-P,Not High,2.315825378,0.773456601,5.376280796,3.838970689,3.102772399,6.855550083,-2.421221636,2.97164,2.861624783,12.19126257,2.235294118,3.20851496,6.378868921,12.52941176,2.244776231
Dimethipin (Ref: N 252),High,2.230223717,0.567585878,7.250349435,6.398782977,3.497657043,6.706795679,-2.252367416,0.081,4.969018748,8.496696467,1.083333333,1.403950106,2.56337845,27.16666667,2.301527013
Dimethirimol (Ref: PP675),High,2.070630214,0.816916616,3.967096733,2.421510732,3.046083395,5.330031901,-2.224068053,1.48692,1.454953109,9.923995825,2.066666667,2.811743232,4.957368414,10.4,2.076249111
Dimethoate (Ref: OMS 94),High,2.589152974,0.712117042,8.282878706,6.75527273,3.892500637,7.371979981,-2.192179555,0.9829,3.102295145,9.722982182,2.083333333,4.424102132,5.937904812,11.25,2.168085809
Dimethomorph (Ref: CME 151),Not High,2.329697672,0.734661439,6.508762303,4.692317252,2.028402626,9.065979671,-2.394610191,3.6477,3.091026776,16.16132945,1.62962963,4.618078436,8.929911803,14.77777778,2.174978682
Dimoxystrobin (Ref: BAS 505F),Not High,2.212948716,0.655640907,5.41636572,3.624019465,2.299319967,7.680290231,-2.291308166,2.97894,2.318131509,14.42051713,1.916666667,4.129595342,8.150418268,11.08333333,2.171558159
Dinitramine (Ref: USB 3584),Not High,2.47559273,0.505950457,4.238410578,3.057610541,3.926692551,6.130758344,-2.250318318,2.9502,2.06938039,11.67744147,1.681818182,3.018582594,6.034183187,11.31818182,2.421377959
Dinobuton (Ref: OMS 1056),Not High,2.399901742,0.335544429,5.225430472,3.150942469,3.461098473,7.020490732,-2.172502413,3.9403,1.858081949,13.26867308,1.782608696,4.630404137,7.521784648,11.86956522,2.293785931
Dinocap (Ref: ENT 24727),Not High,2.405406369,0.14316426,6.068947162,4.017341295,3.334895115,8.625322525,-2.101234812,5.0584,2.641827346,15.26620219,1.884615385,5.944744088,10.27295729,12.11538462,2.286899372
Dinoseb (Ref: HOE 26150),High,2.384267332,0.642655862,3.726245132,2.654848684,3.480470536,5.03719815,-1.990858984,2.7221,1.465814368,9.413791537,1.882352941,2.494759843,4.770617543,12.11764706,2.250206023
Dinoterb (Ref: LS 63133),High,2.397998389,0.63080876,4.625282605,2.290090157,3.604925772,4.805817675,-2.122708026,2.5061,1.420615547,9.629334487,1.647058824,2.494759843,4.00313816,11.23529412,2.288608158
Dioxacarb (Ref: C8353),High,2.303930584,0.824013485,3.250854564,2.201509458,2.189697344,5.027152629,-2.224675482,1.4502,1.457072312,8.93395807,2.0625,2.316361126,4.9577695,16.0625,2.220952221
Diphacinone,High,2.343555469,0.672472272,6.363846858,4.81720751,1.794951942,8.493140718,-2.305806768,4.083,3.579955605,13.96234918,1.0,2.580517175,6.524520863,13.88461538,2.452810966
Diphenamid (Ref: L 34314),Not High,2.254072046,0.806146951,4.487044766,2.9535353,2.452110932,6.009550743,-2.284251042,2.9067,2.026780959,10.70631485,1.222222222,2.591473597,5.496442956,10.38888889,2.230346167
Diquat dibromide,High,2.112506226,0.423089472,3.558545534,2.725529657,6.4e-07,4.923417176,-2.997,-5.0498,2.023116257,11.85536493,1.125,2.176640056,5.547279563,11.5,2.268204659
Disulfoton (Ref: ENT 23347),Not High,2.603105594,0.469025538,10.1363342,7.97686825,3.776797253,10.17852728,-1.938755944,3.7702,6.642842515,12.36790589,1.642857143,7.547184074,9.492720918,11.92857143,2.172980403
Dithianon (Ref: BAS 216F),Not High,2.197511532,0.636195532,5.989301049,5.29734648,2.761154405,7.132301898,-2.13129541,2.15134,4.011697153,11.46981459,1.2,1.635336608,4.532975012,10.3,2.1216811
Dithiopyr (Ref: RH 101664),Not High,2.390735096,0.631469997,7.011872015,4.345202797,4.054004921,9.488256344,-2.227641063,5.2429,3.137831799,15.4648296,1.52,4.93355894,8.481357422,12.12,2.416962755
Diuron (Ref: DPX 14740),High,2.244359234,0.793622037,3.767867972,2.316081626,2.781208374,4.694085425,-2.267315379,3.0869,1.107255143,9.355299532,1.928571429,2.786838599,4.529874882,9.714285714,2.045982019
DNOC (Ref: ENT 154),Not High,2.327953208,0.572065417,2.644620172,1.672647938,3.427504478,3.555817675,-1.941119123,1.51702,0.986880867,7.129334487,1.785714286,1.604497946,3.285752424,9.785714286,2.209154529
Dodemorph,High,2.23046122,0.68627293,7.12437503,5.038945837,1.839858988,9.149752643,-2.496211896,4.7689,4.022658741,13.77990085,1.05,5.730803855,9.043304374,33.3,2.26853974
Dodine (Ref: BAS 365F),Not High,2.097655186,0.308138248,5.007584788,2.806044858,0.0,7.752022557,-2.224325484,3.2716,1.807396652,13.23555061,1.25,30.0904523,17.74,9.5,1.917205952
Endosulfan (Ref: OMS 570),High,2.758819828,0.575408709,8.767340035,8.946869492,2.187726044,8.45621071,-2.451620457,3.6898,6.598894658,14.32176436,1.315789474,1.589442747,4.526742856,52.21052632,2.820580394
Endothal,Not High,2.430311342,0.631184205,3.518378596,2.84357504,2.244421562,4.220713257,-2.375765311,-0.0508,2.305300531,6.842786702,1.384615385,1.109169975,2.697681877,42.15384615,2.552584181
Endrin,High,2.836423881,0.342677786,9.581833664,10.2157933,1.80290746,8.516931628,-2.46007974,4.4814,8.434422266,13.8828172,1.263157895,0.985958268,3.201411116,66.63157895,2.889332386
Epoxiconazole (Ref: BAS 480F),Not High,2.58617162,0.684829404,5.916047071,4.422682641,1.743465947,7.574399811,-2.191724227,3.7376,3.131442454,12.81970671,1.956521739,2.517167523,5.43823021,22.95652174,2.590963998
EPTC (Ref: R 1608),Not High,2.085020216,0.662395742,3.901234637,2.306884503,3.810794755,5.659904658,-2.287693086,2.9815,1.661073476,9.115740663,1.666666667,4.648069441,7.468188708,9.916666667,2.094896231
