Unnamed: 0,Environmental fate,VSA_EState5,MaxPartialCharge,MolLogP,BCUT2D_LOGPHI,MinAbsPartialCharge,BCUT2D_LOGPLOW,BCUT2D_MRHI,qed,SPS,FpDensityMorgan1,BCUT2D_MWLOW,BCUT2D_CHGHI,MinAbsEStateIndex,Kappa3,MaxAbsEStateIndex
Cholecalciferol,Not High,3.369499342,0.058337868,7.619,2.594860983,0.058337868,-2.35546016,5.35843485,0.499104027,37.64285714,1.107142857,9.604381197,2.498996973,0.171924683,4.835094054,10.02378449
Choline chloride,High,0.0,0.101493486,-3.3111,1.842325808,0.101493486,-2.996001962,4.186397064,0.397592531,10.5,1.25,10.5391257,2.01676191,0.0,9.510489164,8.38625
Cinidon-ethyl (Ref: BAS 615H),Not High,-1.224096469,0.349250744,4.2266,2.364797509,0.349250744,-2.310660925,6.434523864,0.435754005,17.65384615,1.192307692,9.93438284,2.392367303,0.136671811,3.414880475,12.66108856
Cinosulfuron (Ref: CGA 142464),High,-0.190389547,0.335025862,0.4244,2.228397061,0.335025862,-2.347963135,7.89787719,0.553543332,10.82142857,1.0,10.33016336,2.225994954,0.072545914,5.653144806,12.54680264
Clethodim (Ref: RE 45601),High,1.075388617,0.1680765,4.0041,2.306224911,0.1680765,-2.30990052,7.99353288,0.291616145,20.17391304,1.391304348,9.802960734,2.327537338,0.068718576,6.694099076,12.42752496
Clodinafop propargyl (Ref: CGA 184927),Not High,1.518596441,0.347491172,3.6101,2.256414208,0.347491172,-2.257126069,6.29982017,0.588722015,11.25,1.375,10.28730118,2.157042922,0.112135497,4.863548338,13.61601113
Clofencet (Ref: MON 21250 ),High,-1.243552287,0.34113553,2.1465,2.152850497,0.34113553,-2.234147877,6.301253306,0.933574533,10.42105263,1.368421053,10.13117149,2.174653776,0.243101852,2.507118595,11.60024933
Clofentezine (Ref: NC 21314),High,0.761858466,0.204649514,3.9074,2.257094228,0.125749649,-1.994027095,6.330821879,0.720022371,10.5,0.55,10.18287838,2.102363666,0.380929233,2.478812437,6.084115371
Clomazone (Ref: FMC 57020),Not High,0.006870118,0.25402076,2.64,2.287300083,0.25402076,-2.299574438,6.30884416,0.794199393,19.1875,1.4375,9.94651036,2.398589701,0.006870118,2.057971414,11.9005617
Clopyralid,High,-1.18287037,0.355612413,2.0866,2.156214399,0.355612413,-2.002404419,6.339297136,0.69255238,9.636363636,1.454545455,10.34626575,2.09346052,0.085092593,1.817283951,10.36839506
Cloquintocet-mexyl (Ref: CGA 185072),Not High,0.16075522,0.343924042,4.779,2.290307385,0.343924042,-2.204170838,6.351078607,0.514282773,12.13043478,1.304347826,10.13443541,2.121343235,0.085428739,5.100638573,11.86880297
Clothianidin (Ref: CGA 322704),High,0.087520786,0.253771163,0.6532,2.164400782,0.253771163,-2.394894264,7.15201988,0.355200432,11.2,1.866666667,10.5292549,2.047022314,0.087520786,4.085628466,10.12681293
Coumachlor,Not High,-0.842054254,0.343365936,4.263,2.3590755,0.343365936,-2.161453866,6.300979697,0.719105862,12.25,1.166666667,9.868683814,2.253879922,0.081639503,3.054287927,12.45318041
Coumatetralyl,Not High,-0.028371126,0.343351878,3.9668,2.401140915,0.343351878,-2.181150202,5.839174817,0.690455553,17.36363636,1.045454545,9.787364276,2.277628013,0.063475057,1.931055002,12.43639975
Crimidine,High,0.835648148,0.224041446,1.50442,2.108730831,0.224041446,-2.108086248,6.278959484,0.600161332,9.818181818,1.363636364,10.4055063,1.995624082,0.299722222,2.048502439,5.645308642
"Cyanamide (Ref: LH 21,810A)",High,0.0,0.173172109,-0.57382,0.900098409,0.173172109,-1.687934323,4.464018445,0.291167961,2.333333333,2.0,11.48293314,1.118679834,1.25,1.29,7.097222222
Cyanazine,Not High,0.667814626,0.229543688,1.67088,2.133425547,0.229543688,-2.29434988,6.279556139,0.832661954,10.6875,1.3125,10.10575753,2.177666573,0.085360922,3.513153982,8.865030471
Cyazofamid (Ref: IKF 916),Not High,-0.273819444,0.309381629,2.0381,2.304899543,0.205322582,-2.298453142,7.872322673,0.865047576,11.61904762,1.285714286,10.11641502,2.278297951,0.027011054,2.654064929,12.42522361
Cyclanilide (Ref: RPA 090946),Not High,-1.630269974,0.318719709,2.7967,2.466274861,0.318719709,-2.308082249,6.364347429,0.832686468,16.35294118,1.294117647,10.07472298,2.566903356,0.284295163,2.231921878,11.79172934
Cycloate (Ref: R 2063),Not High,0.890925926,0.281358523,3.5141,2.243131971,0.281358523,-2.387756061,8.130035302,0.717721205,18.14285714,1.285714286,9.944236335,2.230230894,0.279537037,3.19235035,11.76243008
Cycloxydim (Ref: BAS 517H),High,3.104183446,0.168087093,3.2731,2.365845952,0.168087093,-2.345283989,7.988370121,0.461317184,26.18181818,1.227272727,9.749295277,2.364765716,0.006922714,4.353525134,12.55612788
Cyflufenamid (Ref: NF 149),Not High,-4.709781193,0.416732636,4.4307,2.340138423,0.27442817,-2.307266577,6.056921581,0.330598228,14.72413793,1.103448276,10.04629563,2.373812672,0.143037396,5.59855591,14.35540137
Cyfluthrin (Ref: OMS 2012),Not High,-1.38716903,0.311285242,6.31708,2.600056213,0.311285242,-2.143782342,6.554403694,0.499726358,20.13793103,1.24137931,10.08704307,2.615318979,0.063442156,4.720388162,14.15065785
Cyhalofop-butyl (Ref: DE 537),Not High,-0.144891746,0.346526966,4.60028,2.266263288,0.346526966,-2.2593996,5.741504094,0.510034365,11.30769231,1.192307692,10.19845048,2.158356464,0.01901699,5.485484829,13.83816179
Cyhalothrin (Ref: OMS 2011),High,-1.269616739,0.426122298,6.54398,2.60399413,0.426122298,-2.14399238,6.299408648,0.469387702,21.0,1.161290323,10.0863219,2.621342747,0.391808582,5.202421424,12.72609944
Cymoxanil (Ref: DPX T3217),High,-0.9025,0.321266658,-0.64192,1.790698151,0.321266658,-2.418527879,6.463243473,0.464456052,9.928571429,1.571428571,10.37608719,2.137063743,0.37740166,4.058687439,11.04421674
Cypermethrin (Ref: OMS 2002),Not High,0.289262743,0.311285242,6.17798,2.599929679,0.311285242,-2.142236553,6.55440166,0.528046798,20.39285714,1.142857143,10.08891602,2.615221577,0.113804497,4.493889414,12.61141838
Cyproconazole (Ref: SAN 619),High,0.756550926,0.137254847,2.8654,2.460841967,0.137254847,-2.390453698,6.300886649,0.921421117,19.55,1.4,9.791596343,2.43970645,0.173958806,2.579679508,11.29253023
Cyprodinil (Ref: CGA 219417),High,1.366780885,0.227147606,3.40602,2.389382448,0.227147606,-2.006526466,5.525524226,0.869464226,14.64705882,1.117647059,10.22986664,2.252256951,0.660206811,2.437832572,4.568648904
Cyromazine (Ref: OMS 2014),Not High,0.790555556,0.229001029,-0.3897,2.224372329,0.229001029,-2.098312482,5.380420333,0.552557543,16.0,1.083333333,10.66743686,2.216024643,0.158009259,1.523473378,5.373337113
Daminozide,High,-1.239531368,0.303365468,-0.556,1.873409656,0.303365468,-2.356759053,5.796015923,0.540940884,9.727272727,1.363636364,10.29237397,2.039542503,0.021342593,6.789440795,10.74180556
Dazomet (Ref: N 521),High,1.030925926,0.137921028,0.7967,2.140101124,0.137921028,-2.395674009,8.224391099,0.485762833,22.88888889,1.555555556,10.75528929,2.133826754,0.96412037,1.809044995,5.043518519
DDT (Ref: OMS 16),High,-0.382376543,0.200859013,6.4955,2.454212692,0.084344127,-2.179473039,6.678377365,0.540334122,11.89473684,0.631578947,9.924888988,2.346342918,0.382376543,3.932918957,6.112705341
Deltamethrin (Ref: OMS 1998),Not High,0.682513333,0.311284774,6.49018,2.601493873,0.311284774,-2.142219971,9.280349365,0.421566373,20.39285714,1.142857143,10.0890277,2.614448615,0.056334391,4.653011757,12.66697394
Demeton-S-methyl,Not High,2.875165659,0.388103188,2.8736,2.58697218,0.304105932,-1.882355032,8.547522426,0.496135295,11.91666667,1.25,10.94849405,2.202812028,0.803040123,5.487855309,11.42310138
Desmedipham (Ref: EP 475),Not High,0.308082955,0.416588346,3.8659,2.180163156,0.416588346,-2.167988084,5.871041489,0.898357366,9.681818182,0.909090909,10.27830691,2.069035691,0.279271447,4.824229709,11.77248759
Desmetryn (Ref: G 34360),Not High,1.204814815,0.228190102,1.4555,2.129104089,0.228190102,-2.138929127,7.979902407,0.738206672,10.35714286,1.142857143,10.40345153,2.044331009,0.316492819,3.02449287,4.22962963
Di-1-p-menthene,Not High,1.875844934,-0.031442594,6.2856,2.420365236,0.031442594,-2.261451657,5.052880595,0.521312737,28.84210526,1.0,9.679551238,2.301570822,0.535125071,4.226821362,2.509995748
Diafenthiuron (Ref: CGA 106630),Not High,2.36565798,0.170696516,6.8106,2.374710561,0.170696516,-2.427867029,7.80087883,0.554726738,11.59259259,0.888888889,9.918474703,2.191467982,0.086872475,6.244507406,6.124324688
Di-allate (Ref: CP 15),Not High,0.430385802,0.28194882,4.2774,2.19155816,0.28194882,-2.394215511,8.132399224,0.759620026,12.4,1.333333333,10.24521628,2.197441014,0.038580247,5.688567504,11.80647235
Diazinon (Ref: OMS 469),Not High,1.365992641,0.381304133,3.58472,2.488299438,0.381304133,-2.058591839,8.072941405,0.717615875,11.89473684,1.210526316,10.18487572,2.223006758,0.221566463,5.146214183,5.684814815
Dicamba (Ref: SAN 837H),High,-1.077762346,0.340579814,2.7002,2.329518618,0.340579814,-2.013818936,6.364679144,0.834380531,9.769230769,1.384615385,10.17495006,2.174418872,0.084876543,1.86963801,10.73061728
Dichlobenil (Ref: H 133),Not High,0.0,0.102270494,2.86508,2.218480315,0.102270494,-1.760732698,6.36044426,0.589626564,8.9,1.2,10.22332402,2.010520489,0.338734568,1.233712169,8.48037037
Dichlofenthion (Ref: ENT 17470),High,0.41787037,0.380095852,4.6697,2.507225702,0.380095852,-2.018105068,8.072999812,0.713103546,11.52941176,1.176470588,10.33317996,2.219252395,0.380676965,4.740697837,5.986822877
Dichlofluanid (Ref: BAY 47531),Not High,0.0,0.324125655,3.006,2.420196652,0.193572147,-2.368745006,8.15423626,0.6143393,12.77777778,1.222222222,10.32397767,2.35360865,0.158132716,4.167111761,13.28765086
Dichlorophen,Not High,0.294028723,0.1187089,3.9954,2.285404076,0.1187089,-1.897411646,6.305818676,0.864712718,10.47058824,0.764705882,10.03212732,2.073701871,0.147014361,2.84267247,9.683208459
Dichlorprop (Ref: RD 406),High,-0.734274691,0.344095165,2.8453,2.276601783,0.344095165,-2.224467212,6.350463398,0.875513664,12.21428571,1.5,10.30680127,2.135845185,0.296851852,2.786838599,10.48773162
Dichlorprop-P (Ref: BAS 044H),High,-0.734274691,0.344095165,2.8453,2.276601783,0.344095165,-2.224467212,6.350463398,0.875513664,12.21428571,1.5,10.30680127,2.135845185,0.296851852,2.786838599,10.48773162
Dichlorvos (Ref: OMS 14),High,0.0,0.528516826,2.6804,2.476749941,0.409428295,-1.884119275,7.480765048,0.540193894,10.90909091,1.363636364,11.15583096,2.217134538,0.167291667,4.665437086,11.02660494
Diclofop-methyl (Ref: HOE 023408),Not High,1.185817669,0.346251607,4.726,2.317419137,0.346251607,-2.242994315,6.3505839,0.738015883,11.63636364,1.045454545,10.27563249,2.142070195,0.42327778,4.290974719,11.29187418
Dicloran (Ref: RD 6584),Not High,0.0,0.272065283,2.4838,2.31226811,0.272065283,-1.918754235,6.386729441,0.43642667,9.833333333,1.333333333,10.26717684,2.110976627,0.091851852,1.595567867,10.26412572
Dicofol (Ref: ENT 23648),High,0.0,0.226587272,5.5995,2.488653535,0.226587272,-2.405928758,6.681292936,0.682416197,12.5,0.65,9.874227861,2.49447869,0.420576342,3.037063757,10.99024565
Dicrotophos (Ref: OMS 253),High,-0.104639393,0.528694336,1.3959,2.489184323,0.40865641,-2.190368933,7.481051223,0.410483541,12.46666667,1.266666667,10.42644736,2.241459396,0.167345679,4.969956529,11.48005008
Dicyclopentadiene,High,3.822916667,-0.013336894,2.3846,2.519544315,0.013336894,-2.119519173,5.211509033,0.443824351,54.4,1.0,9.857552641,2.4350549,0.924768519,0.447935671,2.443287037
Dieldrin (Ref: ENT 16225 ),High,0.775802469,0.166359048,4.4814,2.836423881,0.166359048,-2.46007974,6.653212335,0.342677786,66.63157895,0.842105263,9.725070008,2.889332386,0.046682099,0.985958268,6.824158951
Dienochlor (Ref: SAN 804),High,0.0,0.147442275,7.7256,2.666118139,0.10396414,-2.455154594,6.648471342,0.341262069,25.5,0.4,9.916476025,2.645857416,0.054225403,2.03902291,6.494166667
Diethofencarb (Ref: S 1605),Not High,1.262799876,0.411372337,3.4409,2.301818838,0.411372337,-2.175482896,5.847958819,0.857381802,10.15789474,1.157894737,10.24909988,2.094132586,0.15827763,5.074306636,11.497286
Difenacoum,High,0.033637256,0.343352271,7.0275,2.453903771,0.343352271,-2.225573147,5.840094029,0.304055214,17.41176471,0.735294118,9.71504301,2.329468446,0.034007956,3.50155549,13.08111643
Difenoconazole (Ref: CGA 169374),High,0.24886515,0.216665104,4.6655,2.406564931,0.216665104,-2.336395437,6.312728622,0.616741931,22.11111111,1.185185185,10.05171314,2.436918123,0.060572309,3.937982517,6.571902627
Difenoxuron (Ref: C3470),Not High,2.201844206,0.320816671,3.581,2.244603476,0.320816671,-2.266990127,5.884374634,0.934234978,9.857142857,0.904761905,10.26328453,2.038384261,0.167756694,4.138865506,11.52027659
Difenzoquat (Ref: BAS 450H),Not High,0.0,0.23841836,3.1836,2.232354078,0.155816829,-2.386451709,5.658618409,0.616780596,10.63157895,0.789473684,10.09641898,2.185442505,1.224030612,2.057072904,2.240740741
Difethialone (Ref: OMS 3053),High,0.13295768,0.19513674,8.2585,2.457852713,0.19513674,-2.225957437,9.103002966,0.250693897,17.28571429,0.8,9.716768735,2.322858957,0.052880201,4.111031625,13.57031333
Diflubenzuron (Ref: OMS 1804),Not High,-3.267917233,0.325656938,3.5801,2.138516142,0.307642899,-2.34913793,6.302047162,0.890435202,10.04761905,0.952380952,10.16054646,2.185536336,0.37380144,3.760605013,13.37540361
Diflufenican (Ref: AE 088657),High,-3.096297375,0.416045085,5.4232,2.32673357,0.416045085,-2.14429913,6.054426373,0.601206164,11.17857143,1.0,10.17506995,2.304201337,0.149410431,4.425820199,13.72194567
Dimefox,High,0.0,0.381204212,1.1872,2.500385638,0.250530232,-2.168114544,7.529010685,0.557899317,13.22222222,1.111111111,11.25733205,2.257930492,1.076388889,2.046843559,12.74305556
Dimefuron (Ref: RP 23465),High,-0.286614953,0.441524646,2.8699,2.247589988,0.391472534,-2.268674785,6.323053016,0.91256701,11.39130435,1.347826087,9.971875457,2.232432357,0.275384543,3.734382568,11.99011342
Dimepiperate (Ref: MY 93),Not High,0.0,0.281986807,4.2608,2.369561553,0.281986807,-2.343752631,8.137960205,0.79426613,16.66666667,1.111111111,10.02931978,2.278126819,0.156953893,3.285354175,12.27593348
Dimethachlor (Ref: CGA 17020),High,-0.112568657,0.241500183,2.52164,2.242583633,0.241500183,-2.354198593,6.290408254,0.757027947,10.35294118,1.352941176,10.08079683,2.174289991,0.016380385,3.446862565,11.86116497
Dimethenamid (Ref: SAN 582H),High,-0.093707168,0.241778608,2.97164,2.315825378,0.241778608,-2.421221636,7.10217654,0.773456601,12.52941176,1.588235294,10.16528134,2.244776231,0.011130008,3.20851496,11.97417045
Dimethenamid-P,Not High,-0.093707168,0.241778608,2.97164,2.315825378,0.241778608,-2.421221636,7.10217654,0.773456601,12.52941176,1.588235294,10.16528134,2.244776231,0.011130008,3.20851496,11.97417045
Dimethipin (Ref: N 252),High,-0.558518519,0.175753624,0.081,2.230223717,0.175753624,-2.252367416,8.017595503,0.567585878,27.16666667,0.833333333,10.56227387,2.301527013,0.005787037,1.403950106,11.1574537
Dimethirimol (Ref: PP675),High,0.622915249,0.277371351,1.48692,2.070630214,0.277371351,-2.224068053,5.302469095,0.816916616,10.4,1.4,10.09935811,2.076249111,0.094074074,2.811743232,11.71338341
Dimethoate (Ref: OMS 94),High,0.193016975,0.246795561,0.9829,2.589152974,0.246795561,-2.192179555,8.676128492,0.712117042,11.25,1.583333333,10.71764569,2.168085809,0.08025463,4.424102132,10.81875756
Dimethomorph (Ref: CME 151),Not High,1.197159109,0.246857443,3.6477,2.329697672,0.246857443,-2.394610191,6.301669592,0.734661439,14.77777778,1.0,9.964814143,2.174978682,0.043486211,4.618078436,12.81164594
Dimoxystrobin (Ref: BAS 505F),Not High,0.519456045,0.273206289,2.97894,2.212948716,0.273206289,-2.291308166,6.45011839,0.655640907,11.08333333,1.166666667,10.02747328,2.171558159,0.222374234,4.129595342,12.06488974
Dinitramine (Ref: USB 3584),Not High,0.0,0.418400224,2.9502,2.47559273,0.392586846,-2.250318318,5.856883845,0.505950457,11.31818182,1.181818182,10.06254986,2.421377959,0.127960837,3.018582594,12.89331774
Dinobuton (Ref: OMS 1056),Not High,-0.60087963,0.513858204,3.9403,2.399901742,0.431260013,-2.172502413,5.696228201,0.335544429,11.86956522,1.173913043,9.959886291,2.293785931,0.216764928,4.630404137,11.6787311
Dinocap (Ref: ENT 24727),Not High,-1.199592763,0.335567052,5.0584,2.405406369,0.335567052,-2.101234812,5.849280992,0.14316426,12.11538462,1.192307692,9.926521521,2.286899372,0.216026366,5.944744088,11.81462161
Dinoseb (Ref: HOE 26150),High,-0.677268519,0.317369672,2.7221,2.384267332,0.317369672,-1.990858984,5.582426039,0.642655862,12.11764706,1.294117647,9.961452056,2.250206023,0.186481481,2.494759843,10.68268849
Dinoterb (Ref: LS 63133),High,-0.520277778,0.317380837,2.5061,2.397998389,0.317380837,-2.122708026,5.591320137,0.63080876,11.23529412,1.117647059,9.85390566,2.288608158,0.179074074,2.494759843,10.69871504
Dioxacarb (Ref: C8353),High,0.452546296,0.411851283,1.4502,2.303930584,0.409864612,-2.224675482,5.699525324,0.824013485,16.0625,1.375,10.1693384,2.220952221,0.443651738,2.316361126,11.13334703
Diphacinone,High,-3.073195389,0.181441583,4.083,2.343555469,0.181441583,-2.305806768,6.360158612,0.672472272,13.88461538,0.615384615,9.804984335,2.452810966,0.343262367,2.580517175,13.39408919
Diphenamid (Ref: L 34314),Not High,-0.115925926,0.233559224,2.9067,2.254072046,0.233559224,-2.284251042,5.863287865,0.806146951,10.38888889,0.833333333,9.900713461,2.230346167,0.104074074,2.591473597,12.36982237
Diquat dibromide,High,0.0,0.277091275,-5.0498,2.112506226,0.277091275,-2.997,5.455683493,0.423089472,11.5,0.6875,10.16532877,2.268204659,0.0,2.176640056,2.300925926
Disulfoton (Ref: ENT 23347),Not High,3.307730694,0.246842603,3.7702,2.603105594,0.246842603,-1.938755944,8.675076046,0.469025538,11.92857143,1.071428571,10.90606161,2.172980403,0.644046044,7.547184074,5.507494567
Dithianon (Ref: BAS 216F),Not High,0.0,0.204825833,2.15134,2.197511532,0.204825833,-2.13129541,7.176643259,0.636195532,10.3,0.8,10.12413688,2.1216811,0.163686224,1.635336608,12.39384212
Dithiopyr (Ref: RH 101664),Not High,-0.267760771,0.433625576,5.2429,2.390735096,0.281496984,-2.227641063,8.134374048,0.631469997,12.12,1.04,9.91553718,2.416962755,0.13037037,4.93355894,13.36158612
Diuron (Ref: DPX 14740),High,0.0,0.320817455,3.0869,2.244359234,0.320817455,-2.267315379,6.417277143,0.793622037,9.714285714,1.285714286,10.2972401,2.045982019,0.205195263,2.786838599,11.2471986
DNOC (Ref: ENT 154),Not High,-0.541111111,0.317346995,1.51702,2.327953208,0.317346995,-1.941119123,5.566615024,0.572065417,9.785714286,1.214285714,10.14939396,2.209154529,0.102685185,1.604497946,10.37175926
Dodemorph,High,0.0,0.067781001,4.7689,2.23046122,0.067781001,-2.496211896,4.799009858,0.68627293,33.3,0.65,9.958831722,2.26853974,0.416790386,5.730803855,5.902683184
Dodine (Ref: BAS 365F),Not High,-0.614885047,0.299684553,3.2716,2.097655186,0.299684553,-2.224325484,5.750959466,0.308138248,9.5,0.9,10.06684887,1.917205952,0.218448286,30.0904523,9.0
Endosulfan (Ref: OMS 570),High,-0.910895062,0.304118821,3.6898,2.758819828,0.268096469,-2.451620457,7.747130332,0.575408709,52.21052632,0.947368421,9.828011504,2.820580394,0.010740741,1.589442747,11.3160034
Endothal,Not High,-3.813240741,0.309631444,-0.0508,2.430311342,0.309631444,-2.375765311,5.816298767,0.631184205,42.15384615,1.0,9.792443178,2.552584181,0.385555556,1.109169975,10.76296296
Endrin,High,0.775802469,0.166359048,4.4814,2.836423881,0.166359048,-2.46007974,6.653212335,0.342677786,66.63157895,0.842105263,9.725070008,2.889332386,0.046682099,0.985958268,6.824158951
Epoxiconazole (Ref: BAS 480F),Not High,-0.278148743,0.143891019,3.7376,2.58617162,0.143891019,-2.191724227,6.309903998,0.684829404,22.95652174,1.173913043,9.913036763,2.590963998,0.202906274,2.517167523,13.26729406
EPTC (Ref: R 1608),Not High,0.877739985,0.281117035,2.9815,2.085020216,0.281117035,-2.287693086,8.130007773,0.662395742,9.916666667,1.166666667,10.37050157,2.094896231,0.237222222,4.648069441,11.41199074
Esfenvalerate (Ref: OMS 3023),Not High,0.288667037,0.314836582,6.67998,2.308390496,0.314836582,-2.222661973,6.301046825,0.400527452,12.63333333,0.9,9.882807754,2.285009183,0.008549395,5.401926021,12.95107494
