Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,MolLogP,Chi1v,MinAbsEStateIndex,MaxPartialCharge,MinPartialCharge,qed,BalabanJ,SMR_VSA10,Chi2v,MinAbsPartialCharge,BCUT2D_CHGLO,FpDensityMorgan3,BCUT2D_MRLOW,BCUT2D_MRHI
Chlorthiamid (Ref: WL 5792.),Not High,2.229730864,2.6276,4.028957925,0.222777778,0.106513529,-0.389360627,0.714441282,3.318913173,40.40825533,3.215136114,0.106513529,-2.020611976,2.0,1.621160732,7.803250897
Chlozolinate (Ref: M 8164),Not High,2.330179258,2.7984,6.757291407,0.057784811,0.422514816,-0.462628668,0.628570991,2.406863934,46.85899114,5.262769757,0.422514816,-2.17234899,2.380952381,-0.163669949,6.35624443
Cholecalciferol,Not High,2.594860983,7.619,12.06754873,0.171924683,0.058337868,-0.392772789,0.499104027,1.695898531,0.0,10.83149848,0.058337868,-2.441917938,2.642857143,0.092850478,5.35843485
Choline chloride,High,1.842325808,-3.3111,2.474096319,0.0,0.101493486,-1.0,0.397592531,0.0,0.0,2.73753768,0.101493486,-2.213793761,1.625,-0.870213886,4.186397064
Cinidon-ethyl (Ref: BAS 615H),Not High,2.364797509,4.2266,9.139483231,0.136671811,0.349250744,-0.461747291,0.435754005,1.935414745,52.74895091,6.842890409,0.349250744,-2.159962937,2.384615385,-0.137224558,6.434523864
Cinosulfuron (Ref: CGA 142464),High,2.228397061,0.4244,9.262327649,0.072545914,0.335025862,-0.489745986,0.553543332,2.15267857,22.00274495,6.630856834,0.335025862,-2.124861376,2.25,0.144417192,7.89787719
Clethodim (Ref: RE 45601),High,2.306224911,4.0041,9.555632215,0.068718576,0.1680765,-0.293970448,0.291616145,2.717680423,34.92931473,7.571548922,0.1680765,-2.255199346,2.565217391,-0.125380502,7.99353288
Clodinafop propargyl (Ref: CGA 184927),Not High,2.256414208,3.6101,7.228379292,0.112135497,0.347491172,-0.479028504,0.588722015,1.975448227,17.57024518,5.022328112,0.347491172,-2.131354011,2.666666667,-0.149063945,6.29982017
Clofencet (Ref: MON 21250 ),High,2.152850497,2.1465,6.024916794,0.243101852,0.34113553,-0.477487965,0.933574533,2.706695792,17.57024518,4.31387616,0.34113553,-2.123126443,2.526315789,0.069268453,6.301253306
Clofentezine (Ref: NC 21314),High,2.257094228,3.9074,6.583021148,0.380929233,0.204649514,-0.125749649,0.720022371,2.007301288,23.20187978,4.821306405,0.125749649,-2.028873889,1.25,0.876218915,6.330821879
Clomazone (Ref: FMC 57020),Not High,2.287300083,2.64,5.566611789,0.006870118,0.25402076,-0.271846042,0.794199393,2.129383558,17.50811962,4.997697035,0.25402076,-2.164855469,2.6875,-0.164679263,6.30884416
Clopyralid,High,2.156214399,2.0866,3.41952156,0.085092593,0.355612413,-0.47646894,0.69255238,3.23220887,29.17118507,2.564006408,0.355612413,-1.955751696,2.545454545,0.069049004,6.339297136
Cloquintocet-mexyl (Ref: CGA 185072),Not High,2.290307385,4.779,8.347786363,0.085428739,0.343924042,-0.479614268,0.514282773,1.908833852,28.47317011,5.937225059,0.343924042,-2.137180683,2.913043478,-0.150434489,6.351078607
Clothianidin (Ref: CGA 322704),High,2.164400782,0.6532,5.028854747,0.087520786,0.253771163,-0.346951562,0.355200432,2.445694045,28.89728034,4.071528145,0.253771163,-2.029425954,3.066666667,-0.525280852,7.15201988
Coumachlor,Not High,2.3590755,4.263,7.844919513,0.081639503,0.343365936,-0.506591773,0.719105862,2.242176861,28.35342919,6.094673011,0.343365936,-2.171608706,2.5,-0.116735459,6.300979697
Coumatetralyl,Not High,2.401140915,3.9668,7.579831722,0.063475057,0.343351878,-0.506592001,0.690455553,1.979698566,10.96924436,5.791589006,0.343351878,-2.251664903,2.727272727,0.444103018,5.839174817
Crimidine,High,2.108730831,1.50442,3.656758158,0.299722222,0.224041446,-0.362589919,0.600161332,3.083430511,17.41880267,2.869044376,0.224041446,-2.10305692,2.454545455,1.015180866,6.278959484
"Cyanamide (Ref: LH 21,810A)",High,0.900098409,-0.57382,0.512281932,1.25,0.173172109,-0.337202095,0.291167961,2.475534206,0.0,0.129099445,0.173172109,-1.242289656,2.0,1.449929233,4.464018445
Cyanazine,Not High,2.133425547,1.67088,5.192854466,0.085360922,0.229543688,-0.354318261,0.832661954,2.929790652,23.49761845,3.98184983,0.229543688,-2.16964138,2.5,0.714989418,6.279556139
Cyazofamid (Ref: IKF 916),Not High,2.304899543,2.0381,7.746220209,0.027011054,0.309381629,-0.205322582,0.865047576,2.817868848,21.81026906,6.956353804,0.205322582,-2.151547486,2.333333333,0.510429695,7.872322673
Cyclanilide (Ref: RPA 090946),Not High,2.466274861,2.7967,5.71088916,0.284295163,0.318719709,-0.480441057,0.832686468,2.166183507,40.76575107,4.809187621,0.318719709,-2.114619323,2.411764706,-0.146888688,6.364347429
Cycloate (Ref: R 2063),Not High,2.243131971,3.5141,6.711265582,0.279537037,0.281358523,-0.330905358,0.717721205,2.459331222,17.00109666,4.992035704,0.281358523,-2.326463353,2.428571429,0.181861295,8.130035302
Cycloxydim (Ref: BAS 517H),High,2.365845952,3.2731,9.574298607,0.006922714,0.168087093,-0.293970253,0.461317184,2.106854138,23.32837484,7.280361833,0.168087093,-2.322982284,2.5,-0.126082577,7.988370121
Cyflufenamid (Ref: NF 149),Not High,2.340138423,4.4307,8.842267061,0.143037396,0.416732636,-0.27442817,0.330598228,1.960556421,11.74279952,6.654653378,0.27442817,-2.165613734,2.413793103,-0.137638845,6.056921581
Cyfluthrin (Ref: OMS 2012),Not High,2.600056213,6.31708,9.646116243,0.063442156,0.311285242,-0.454280415,0.499726358,1.769045078,29.17118507,8.339998909,0.311285242,-2.138826611,2.551724138,-0.149080377,6.554403694
Cyhalofop-butyl (Ref: DE 537),Not High,2.266263288,4.60028,8.340120417,0.01901699,0.346526966,-0.479029224,0.510034365,1.935829055,5.969305288,5.611601447,0.346526966,-2.141030944,2.5,-0.150714325,5.741504094
Cyhalothrin (Ref: OMS 2011),High,2.60399413,6.54398,9.79046734,0.391808582,0.426122298,-0.457370815,0.469387702,1.72297074,17.57024518,8.178015538,0.426122298,-2.133534975,2.419354839,-0.149129521,6.299408648
Cymoxanil (Ref: DPX T3217),High,1.790698151,-0.64192,3.756944534,0.37740166,0.321266658,-0.397904905,0.464456052,4.272256097,17.64997924,2.047849852,0.321266658,-2.012594322,2.642857143,-0.113389284,6.463243473
Cypermethrin (Ref: OMS 2002),Not High,2.599929679,6.17798,9.54046734,0.113804497,0.311285242,-0.457370815,0.528046798,1.721481495,29.17118507,8.222629525,0.311285242,-2.133296373,2.464285714,-0.149079894,6.55440166
Cyproconazole (Ref: SAN 619),High,2.460841967,2.8654,7.280352746,0.173958806,0.137254847,-0.382922461,0.921421117,1.948662544,11.60093989,6.086749838,0.137254847,-2.345613112,2.65,-0.044210297,6.300886649
Cyprodinil (Ref: CGA 219417),High,2.389382448,3.40602,5.987632778,0.660206811,0.227147606,-0.324171456,0.869464226,1.870035833,11.63572556,4.523097194,0.227147606,-2.069477391,2.588235294,0.972338849,5.525524226
Cyromazine (Ref: OMS 2014),Not High,2.224372329,-0.3897,3.774162771,0.158009259,0.229001029,-0.367590664,0.552557543,2.177047784,17.84501784,2.794026035,0.229001029,-2.019360891,2.166666667,1.019943975,5.380420333
Daminozide,High,1.873409656,-0.556,3.206995858,0.021342593,0.303365468,-0.481219728,0.540940884,3.454102565,11.87648502,2.323145468,0.303365468,-2.098267024,2.272727273,-0.138930703,5.796015923
Dazomet (Ref: N 521),High,2.140101124,0.7967,4.157487562,0.96412037,0.137921028,-0.347531845,0.485762833,2.438362799,28.30029248,3.813465727,0.137921028,-2.306749834,2.666666667,0.277956174,8.224391099
DDT (Ref: OMS 16),High,2.454212692,6.4955,7.343493361,0.382376543,0.200859013,-0.084344127,0.540334122,2.474116813,58.00469945,7.319538645,0.084344127,-2.251489566,1.210526316,0.839210261,6.678377365
Deltamethrin (Ref: OMS 1998),Not High,2.601493873,6.49018,10.37053493,0.056334391,0.311284774,-0.457370815,0.421566373,1.721481495,37.82919308,9.987583559,0.311284774,-2.133313996,2.464285714,-0.149079828,9.280349365
Demeton-S-methyl,Not High,2.58697218,2.8736,7.908014918,0.803040123,0.388103188,-0.304105932,0.496135295,3.522394748,29.94123724,7.643764403,0.304105932,-2.109072045,2.25,0.295120203,8.547522426
Desmedipham (Ref: EP 475),Not High,2.180163156,3.8659,6.74845345,0.279271447,0.416588346,-0.44960762,0.898357366,1.947468538,23.56125269,4.253846854,0.416588346,-2.085846524,2.318181818,0.167648351,5.871041489
Desmetryn (Ref: G 34360),Not High,2.129104089,1.4555,5.622133767,0.316492819,0.228190102,-0.357121492,0.738206672,2.920018224,23.65856351,3.791756891,0.228190102,-2.090776187,2.285714286,0.838238035,7.979902407
Di-1-p-menthene,Not High,2.420365236,6.2856,8.284423609,0.535125071,-0.031442594,-0.085334536,0.521312737,1.807547745,0.0,7.73991358,0.031442594,-2.372914988,2.157894737,0.162173912,5.052880595
Diafenthiuron (Ref: CGA 106630),Not High,2.374710561,6.8106,9.972756213,0.086872475,0.170696516,-0.457360248,0.554726738,2.435098234,23.0176966,8.938615779,0.170696516,-2.265886916,1.851851852,0.480190799,7.80087883
Di-allate (Ref: CP 15),Not High,2.19155816,4.2774,6.595756544,0.038580247,0.28194882,-0.328746565,0.759620026,4.279209959,40.20297644,5.33560964,0.28194882,-2.296533998,2.133333333,0.189698878,8.132399224
Diazinon (Ref: OMS 469),Not High,2.488299438,3.58472,8.897176455,0.221566463,0.381304133,-0.405536755,0.717615875,2.990376565,18.52546332,7.169552629,0.381304133,-2.204863958,2.263157895,0.215441642,8.072941405
Dicamba (Ref: SAN 837H),High,2.329518618,2.7002,4.0846804,0.084876543,0.340579814,-0.494224951,0.834380531,3.433209198,29.17118507,3.057009703,0.340579814,-2.071742814,2.307692308,0.069331736,6.364679144
Dichlobenil (Ref: H 133),Not High,2.218480315,2.86508,3.351517153,0.338734568,0.102270494,-0.192324643,0.589626564,3.342774623,23.20187978,2.522862337,0.102270494,-1.936721371,2.0,1.484380766,6.36044426
Dichlofenthion (Ref: ENT 17470),High,2.507225702,4.6697,8.353950613,0.380676965,0.380095852,-0.422525065,0.713103546,2.893401561,41.7273431,6.727469556,0.380095852,-2.210834397,2.235294118,0.217642047,8.072999812
Dichlofluanid (Ref: BAY 47531),Not High,2.420196652,3.006,7.607133355,0.158132716,0.324125655,-0.193572147,0.6143393,3.205352782,51.04651819,8.405726155,0.193572147,-2.27066045,2.111111111,0.510457867,8.15423626
Dichlorophen,Not High,2.285404076,3.9954,5.764281539,0.147014361,0.1187089,-0.507661753,0.864712718,2.370227579,23.20187978,4.595716809,0.1187089,-2.073472919,1.588235294,0.462722569,6.305818676
Dichlorprop (Ref: RD 406),High,2.276601783,2.8453,4.605510043,0.296851852,0.344095165,-0.478514046,0.875513664,2.817664885,29.17118507,3.516697089,0.344095165,-2.109104434,2.642857143,-0.1436994,6.350463398
Dichlorprop-P (Ref: BAS 044H),High,2.276601783,2.8453,4.605510043,0.296851852,0.344095165,-0.478514046,0.875513664,2.817664885,29.17118507,3.516697089,0.344095165,-2.109104434,2.642857143,-0.1436994,6.350463398
Dichlorvos (Ref: OMS 14),High,2.476749941,2.6804,4.665657625,0.167291667,0.528516826,-0.409428295,0.540193894,4.102541909,31.0245769,4.168675611,0.409428295,-2.095553414,2.090909091,0.193566511,7.480765048
Diclofop-methyl (Ref: HOE 023408),Not High,2.317419137,4.726,7.223891177,0.42327778,0.346251607,-0.479029446,0.738015883,2.039717259,29.17118507,5.275085753,0.346251607,-2.128136308,2.272727273,-0.147439157,6.3505839
Dicloran (Ref: RD 6584),Not High,2.31226811,2.4838,3.666024261,0.091851852,0.272065283,-0.396304801,0.43642667,3.306535413,34.57665233,2.894601126,0.272065283,-1.990506309,2.083333333,-0.384408807,6.386729441
Dicofol (Ref: ENT 23648),High,2.488653535,5.5995,7.451074755,0.420576342,0.226587272,-0.375839398,0.682416197,2.622374711,58.00469945,7.3760593,0.226587272,-2.352932994,1.2,0.084988626,6.681292936
Dicrotophos (Ref: OMS 253),High,2.489184323,1.3959,5.611019359,0.167345679,0.528694336,-0.40865641,0.410483541,4.546443218,13.72987685,4.698600017,0.40865641,-2.144615726,2.066666667,-0.123276566,7.481051223
Dicyclopentadiene,High,2.519544315,2.3846,4.299659829,0.924768519,-0.013336894,-0.087908063,0.443824351,2.038964408,0.0,3.853371151,0.013336894,-2.184300613,2.8,0.397716012,5.211509033
Dieldrin (Ref: ENT 16225 ),High,2.836423881,4.4814,8.516931628,0.046682099,0.166359048,-0.368961262,0.342677786,1.80290746,69.60563934,9.581833664,0.166359048,-2.375103966,1.684210526,0.237343859,6.653212335
Dienochlor (Ref: SAN 804),High,2.666118139,7.7256,8.419467095,0.054225403,0.147442275,-0.10396414,0.341262069,2.819123971,116.0093989,7.986413805,0.10396414,-2.376048396,0.7,0.723434723,6.648471342
Diethofencarb (Ref: S 1605),Not High,2.301818838,3.4409,6.436497083,0.15827763,0.411372337,-0.489988647,0.857381802,2.792804776,11.78062635,4.106603045,0.411372337,-2.133961055,2.368421053,0.129662051,5.847958819
Difenacoum,High,2.453903771,7.0275,11.66705425,0.034007956,0.343352271,-0.506591997,0.304055214,1.425985978,10.96924436,9.024144183,0.343352271,-2.318586235,2.235294118,0.436781503,5.840094029
Difenoconazole (Ref: CGA 169374),High,2.406564931,4.6655,9.172343747,0.060572309,0.216665104,-0.457326617,0.616741931,1.619349752,23.20187978,7.126713452,0.216665104,-2.28749992,2.592592593,-0.186363977,6.312728622
Difenoxuron (Ref: C3470),Not High,2.244603476,3.581,6.48551327,0.167756694,0.320816671,-0.4967638,0.934234978,1.995230412,11.71850079,4.626547889,0.320816671,-2.121485585,1.857142857,0.230471003,5.884374634
Difenzoquat (Ref: BAS 450H),Not High,2.232354078,3.1836,6.440358261,1.224030612,0.23841836,-0.155816829,0.616780596,2.155727427,0.0,4.694082792,0.155816829,-1.987904144,1.894736842,-0.739934992,5.658618409
Difethialone (Ref: OMS 3053),High,2.457852713,8.2585,13.37621493,0.052880201,0.19513674,-0.499144918,0.250693897,1.407237107,37.35287391,11.10954865,0.19513674,-2.320512782,2.228571429,0.465255565,9.103002966
Diflubenzuron (Ref: OMS 1804),Not High,2.138516142,3.5801,6.168543614,0.37380144,0.325656938,-0.307642899,0.890435202,2.055651413,29.22662041,4.44823578,0.307642899,-2.075729086,2.095238095,0.095865498,6.302047162
Diflufenican (Ref: AE 088657),High,2.32673357,5.4232,7.803832184,0.149410431,0.416045085,-0.438164777,0.601206164,1.860716925,11.594566,5.562060327,0.416045085,-2.121430549,2.5,-0.13722804,6.054426373
Dimefox,High,2.500385638,1.1872,4.043669492,1.076388889,0.381204212,-0.250530232,0.557899317,4.208996984,7.754052892,4.713230332,0.250530232,-2.208418321,1.333333333,0.399154059,7.529010685
Dimefuron (Ref: RP 23465),High,2.247589988,2.8699,7.360331544,0.275384543,0.441524646,-0.391472534,0.91256701,2.371095244,23.31944068,6.732896181,0.391472534,-2.127734964,2.47826087,0.230475905,6.323053016
Dimepiperate (Ref: MY 93),Not High,2.369561553,4.2608,7.445614949,0.156953893,0.281986807,-0.333583815,0.79426613,2.009370988,17.00109666,6.865999414,0.281986807,-2.304705288,2.333333333,0.210763299,8.137960205
Dimethachlor (Ref: CGA 17020),High,2.242583633,2.52164,6.063842984,0.016380385,0.241500183,-0.382834328,0.757027947,3.073310172,23.19550589,4.179483273,0.241500183,-2.249177207,2.411764706,-0.115982644,6.290408254
Dimethenamid (Ref: SAN 582H),High,2.315825378,2.97164,6.855550083,0.011130008,0.241778608,-0.382547047,0.773456601,3.102772399,34.53229177,5.376280796,0.241778608,-2.288094877,2.647058824,-0.116470429,7.10217654
Dimethenamid-P,Not High,2.315825378,2.97164,6.855550083,0.011130008,0.241778608,-0.382547047,0.773456601,3.102772399,34.53229177,5.376280796,0.241778608,-2.288094877,2.647058824,-0.116470429,7.10217654
Dimethipin (Ref: N 252),High,2.230223717,0.081,6.706795679,0.005787037,0.175753624,-0.223977895,0.567585878,3.497657043,19.67450627,7.250349435,0.175753624,-2.144528573,1.333333333,0.589254537,8.017595503
Dimethirimol (Ref: PP675),High,2.070630214,1.48692,5.330031901,0.094074074,0.277371351,-0.34844559,0.816916616,3.046083395,5.948339281,3.967096733,0.277371351,-2.125464896,2.533333333,0.771172916,5.302469095
Dimethoate (Ref: OMS 94),High,2.589152974,0.9829,7.371979981,0.08025463,0.246795561,-0.358446991,0.712117042,3.892500637,34.78929821,8.282878706,0.246795561,-2.149644526,2.416666667,-0.117572764,8.676128492
Dimethomorph (Ref: CME 151),Not High,2.329697672,3.6477,9.065979671,0.043486211,0.246857443,-0.492869559,0.734661439,2.028402626,23.08122415,6.508762303,0.246857443,-2.257800227,2.259259259,-0.129428606,6.301669592
Dimoxystrobin (Ref: BAS 505F),Not High,2.212948716,2.97894,7.680290231,0.222374234,0.273206289,-0.488603366,0.655640907,2.299319967,11.61886473,5.41636572,0.273206289,-2.134077063,2.625,-0.113987931,6.45011839
Dinitramine (Ref: USB 3584),Not High,2.47559273,2.9502,6.130758344,0.127960837,0.418400224,-0.392586846,0.505950457,3.926692551,22.7495451,4.238410578,0.392586846,-2.219612739,2.0,-0.392002766,5.856883845
Dinobuton (Ref: OMS 1056),Not High,2.399901742,3.9403,7.020490732,0.216764928,0.513858204,-0.431260013,0.335544429,3.461098473,17.53013818,5.225430472,0.431260013,-2.150510597,2.217391304,-0.394310669,5.696228201
Dinocap (Ref: ENT 24727),Not High,2.405406369,5.0584,8.625322525,0.216026366,0.335567052,-0.415664123,0.14316426,3.334895115,17.34407784,6.068947162,0.335567052,-2.155834586,2.423076923,-0.39431137,5.849280992
Dinoseb (Ref: HOE 26150),High,2.384267332,2.7221,5.03719815,0.186481481,0.317369672,-0.501887539,0.642655862,3.480470536,11.37477255,3.726245132,0.317369672,-2.10274388,2.294117647,-0.394429187,5.582426039
Dinoterb (Ref: LS 63133),High,2.397998389,2.5061,4.805817675,0.179074074,0.317380837,-0.501880426,0.63080876,3.604925772,11.37477255,4.625282605,0.317380837,-2.191315071,2.0,-0.394462238,5.591320137
Dioxacarb (Ref: C8353),High,2.303930584,1.4502,5.027152629,0.443651738,0.411851283,-0.409864612,0.824013485,2.189697344,6.093240071,3.250854564,0.409864612,-2.132764459,2.75,-0.045199131,5.699525324
Diphacinone,High,2.343555469,4.083,8.493140718,0.343262367,0.181441583,-0.297295705,0.672472272,1.794951942,17.34973484,6.363846858,0.181441583,-2.190512813,1.423076923,-0.120371761,6.360158612
Diphenamid (Ref: L 34314),Not High,2.254072046,2.9067,6.009550743,0.104074074,0.233559224,-0.347999841,0.806146951,2.452110932,5.907179729,4.487044766,0.233559224,-2.209240086,1.555555556,-0.128851561,5.863287865
Diquat dibromide,High,2.112506226,-5.0498,4.923417176,0.0,0.277091275,-1.0,0.423089472,6.4e-07,0.0,3.558545534,0.277091275,-2.075294145,1.5625,-0.794468264,5.455683493
Disulfoton (Ref: ENT 23347),Not High,2.603105594,3.7702,10.17852728,0.644046044,0.246842603,-0.321967976,0.469025538,3.776797253,40.64400343,10.1363342,0.246842603,-2.190680105,2.071428571,0.280426746,8.675076046
Dithianon (Ref: BAS 216F),Not High,2.197511532,2.15134,7.132301898,0.163686224,0.204825833,-0.28761267,0.636195532,2.761154405,33.44602018,5.989301049,0.204825833,-1.981091941,1.55,1.485761334,7.176643259
Dithiopyr (Ref: RH 101664),Not High,2.390735096,5.2429,9.488256344,0.13037037,0.433625576,-0.281496984,0.631469997,4.054004921,33.75432376,7.011872015,0.281496984,-2.210623309,1.88,-0.141358224,8.134374048
Diuron (Ref: DPX 14740),High,2.244359234,3.0869,4.694085425,0.205195263,0.320817455,-0.330653038,0.793622037,2.781208374,34.92038057,3.767867972,0.320817455,-2.116158676,2.428571429,0.230479392,6.417277143
DNOC (Ref: ENT 154),Not High,2.327953208,1.51702,3.555817675,0.102685185,0.317346995,-0.501901983,0.572065417,3.427504478,11.37477255,2.644620172,0.317346995,-1.989623417,2.214285714,-0.394387773,5.566615024
Dodemorph,High,2.23046122,4.7689,9.149752643,0.416790386,0.067781001,-0.372904833,0.68627293,1.839858988,0.0,7.12437503,0.067781001,-2.402593276,1.5,-0.08248057,4.799009858
Dodine (Ref: BAS 365F),Not High,2.097655186,3.2716,7.752022557,0.218448286,0.299684553,-0.481433475,0.308138248,0.0,11.92885986,5.007584788,0.299684553,-2.007917834,1.6,-0.13393305,5.750959466
Endosulfan (Ref: OMS 570),High,2.758819828,3.6898,8.45621071,0.010740741,0.304118821,-0.268096469,0.575408709,2.187726044,80.96695583,8.767340035,0.268096469,-2.333009037,1.684210526,0.207289414,7.747130332
Endothal,Not High,2.430311342,-0.0508,4.220713257,0.385555556,0.309631444,-0.480934331,0.631184205,2.244421562,11.93861058,3.518378596,0.309631444,-2.199865108,1.692307692,-0.153530657,5.816298767
