Unnamed: 0,Environmental fate,VSA_EState10,MolLogP,Kappa2,Chi3n,fr_NH0,HallKierAlpha,SMR_VSA10,TPSA,fr_amide,fr_NH2,SMR_VSA7,SlogP_VSA11,Chi4v,FpDensityMorgan2,SlogP_VSA10
"(S)-5-methyl-5-phenylimidazolidine-2,4-dione (Ref: RPA 412636)",High,0.0,0.5702,1.919461806,1.643378278,0,-1.64,11.81435946,46.17,2,0,35.39237126,0.0,1.116902832,1.363636364,0.0
Fenamiphos sulfoxide,Not High,0.0,0.4837,3.04193048,1.422932176,0,-1.84,11.87648502,80.39,1,1,35.39237126,0.0,0.884474654,1.666666667,0.0
4-hydroxyquinazoline,Not High,4.961095679,0.7312,3.99,0.194496336,0,-0.01,11.60093989,20.23,0,0,11.61122204,0.0,0.119522861,2.4,0.0
3-methyl-4-nitrophenol,Not High,0.0,-0.9197,1.707518204,0.237834915,0,0.11,7.595762327,83.55,0,1,0.0,0.0,0.0,1.833333333,0.0
Fenthion sulfoxide (Ref: BAY S 2281),Not High,45.00536517,4.4527,3.381103608,4.623316518,0,1.73,81.20657923,12.53,0,0,10.0645727,0.0,7.485288681,1.333333333,0.0
"1-(4,6-dimethoxypyrimidin-2-yl)-1-(3-trifluoromethyl-2-pyridyl)urea",High,0.0,0.7691,5.209986675,3.749273292,2,-2.77,23.68141009,128.95,1,0,29.08404162,0.0,1.981941465,1.909090909,0.0
3-trifluoromethyl-2-pyridylsulfonamide,High,0.0,0.7765,4.588499179,3.498746208,2,-2.44,17.7121048,111.88,1,0,23.52059013,5.749511833,1.801049935,2.1,0.0
"4,6-dimethoxy-N-(3-(trifluoromethyl)pyridin-2-yl)pyrimidin-2-amine",High,5.412309146,1.4332,2.662619175,0.974337612,1,-1.09,17.57024518,50.19,0,0,29.04613902,0.0,0.614115687,2.3,0.0
4-trifluoromethylnicotinic acid,High,6.052872522,3.9324,7.988810322,4.886997883,2,-3.31,35.00043097,89.46,2,0,58.61410578,5.749511833,3.703284141,1.9375,23.6531686
Flufenacet sulphonic acid (Ref: AE 0841914),High,0.0,1.8071,4.024626997,1.938820002,0,-1.57,15.80655842,71.44,0,0,29.32600419,0.0,2.077988092,1.823529412,13.17124514
Flufenacet oxalate (Ref: AE 0841913),High,5.867004939,1.6433,8.048448948,1.636378121,0,-0.14,40.82072906,82.06,0,0,0.0,0.0,4.67162799,1.941176471,0.0
"2,6-dichlorobenzamide (Ref: AE C653711)",High,0.0,-0.7008,1.161417321,0.696114263,0,-0.73,6.031114512,41.13,2,0,0.0,0.0,0.414562073,1.833333333,4.794537184
3-chloro-5-trifluoromethyl-pyridine-2-carboxylic acid (Ref: AE-C657188),High,5.043888889,1.3379,2.140988022,1.209451838,2,0.26,43.29385525,15.6,0,0,0.0,0.0,3.350279872,2.444444444,0.0
Acifluorfen (Ref: RH 5781),High,5.605833333,2.35402,2.275364016,1.158839568,0,-0.69,11.60093989,20.23,0,0,28.78518601,5.749511833,0.84553314,2.111111111,0.0
Trifluoroethanoic acid,High,0.0,1.75594,6.334524393,2.961590371,1,-1.88,17.56387129,66.84,1,0,29.32600419,0.0,2.023443828,1.842105263,5.687386275
3-trifluoromethylbenzoic acid (Ref: RE-54488),High,4.136574074,0.719,2.8,0.091287093,1,-0.2,17.3791353,12.36,0,0,0.0,0.0,0.0,2.25,0.0
Phthalimide,Not High,0.0,1.14032,3.413390104,1.848561204,2,-1.97,0.0,58.64,0,0,46.51004392,0.0,1.198940686,1.928571429,0.0
Phthalic acid,Not High,0.0,1.75904,5.115512289,2.135973798,0,-1.36,16.89280911,55.4,1,0,23.25963712,5.749511833,2.605651157,1.8125,4.794537184
Phthalamic acid,High,0.0,-1.0571,2.719708755,1.613934316,2,-1.59,0.0,93.77,0,1,26.53201266,0.0,0.900237585,1.923076923,0.0
3-chloroallyl alcohol,High,0.0,-0.2443,2.582203264,1.421798896,1,-1.39,0.0,78.61,0,0,26.53201266,0.0,0.856011222,1.833333333,0.0
2-butanesulfonic acid,High,0.0,0.1206,3.767418199,1.598895235,0,-1.4,15.99259644,86.46,0,1,29.82891977,0.0,1.719482925,1.928571429,0.0
Aminomethylphosphonic acid,High,0.0,0.1187,2.071155483,1.648263738,0,-1.36,15.93047088,63.24,1,0,29.82891977,0.0,2.292514319,1.833333333,0.0
Heptachlor epoxide (Ref: ENT 25584),Not High,5.65345679,2.55662,2.881219935,1.366235292,1,-1.09,17.28832616,43.14,0,0,38.89950428,0.0,0.870119777,2.181818182,5.687386275
"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3,5,pyridinecarboxylic acid (Ref: CL 312622)",Not High,0.0,2.00904,2.094917408,1.4394939,0,-0.98,0.0,20.23,0,0,29.32600419,5.749511833,0.805660824,1.555555556,0.0
"5-hydroxy-6-((4RS)-4-isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl)nicotinic acid (Ref: CL-354825)",High,11.19515432,2.5756,2.460285375,0.943657322,0,-0.4,28.88926606,26.02,0,1,28.24436783,0.0,0.818912938,1.777777778,5.687386275
6-chloronicotinic acid (Ref: IC-0),Not High,0.0,1.2688,1.646196216,0.799572491,0,-0.98,5.687386275,26.02,0,1,30.33183534,0.0,0.453038919,1.571428571,5.687386275
"Methyl-7-chloro-2,5-dihydro-2-(((trifluoromethoxy)phenyl)amino)carbonyl(indeno(1,3,4)oxadiazine-4a(3H)-carboxylate (Ref: IN JT333)",High,0.0,-0.3107,1.818015341,0.924667653,0,-0.73,6.031114512,41.13,2,0,0.0,0.0,0.554727116,1.857142857,4.794537184
(4-trifluoromethoxy)phenyl urea (Ref: IN MK638),Not High,0.0,0.67564,2.009487457,0.999580267,2,-1.12,5.948339281,51.8,0,1,17.45422306,0.0,0.753224319,1.666666667,5.948339281
"N-(3,5-dichlorophenyl)3-isopropyl-2,4-dioxoimidazoline-1-carboxamide (Ref: RP-30228)",Not High,28.21475309,4.9536,3.590427552,1.058223522,0,0.67,58.00469945,0.0,0,0,31.17953364,0.0,1.653855296,1.0,0.0
(2RS)-3-cyclopropyl-2-(2-(methylsulfonyl)-4-(trifluoromethyl)benzoyl)-3-oxopropanenitrile (Ref: RPA 202248),High,16.58660494,3.3524,2.868476366,0.98974008,0,-0.11,34.80281967,20.23,0,0,27.20063408,5.749511833,1.053144803,1.4,0.0
2-mesyl-4-trifloromethylbenzoic acid (Ref: RPA 203328),High,1.116898148,0.3955,2.091016225,0.775490845,0,-0.39,21.36007703,60.16,0,1,17.51279691,0.0,1.845177969,2.222222222,0.0
Malathion monocarboxylic acid (Ref: MMCA),Not High,6.579207451,2.0055,7.373240064,1.329594081,0,1.07,39.68168753,35.53,0,0,0.0,0.0,5.125100674,2.0,0.0
Ethylenethiourea,High,0.0,1.21332,3.977219313,1.779111439,1,-1.07,15.89671545,49.41,0,0,29.82891977,0.0,1.478335642,1.642857143,5.687386275
Ethylene urea,High,4.952924278,2.4602,6.292224924,1.929783707,0,-0.94,24.41855992,70.78,0,1,29.82891977,5.749511833,1.915600528,2.0,0.0
Etem,Not High,0.0,4.3482,19.57309491,5.233989504,1,0.25,0.0,0.0,0,0,0.0,0.0,3.459239479,0.666666667,0.0
4-chloro 2-methylphenol,Not High,5.367314815,2.941,2.860302315,1.320740537,0,-0.9,17.28832616,26.02,0,1,28.78518601,0.0,0.946099752,1.833333333,18.85863142
"4,6-dimethoxypyrimidine-2-yl-urea (Ref: AE-F099095)",Not High,5.884972888,4.1254,6.176762155,3.020381941,1,-2.73,28.66996604,81.79,0,0,47.48720279,17.57580793,2.024662892,1.913043478,0.0
Mesosulfuron (Ref: AE F154851),High,5.664222096,1.7745,2.134222588,1.380996424,0,-1.22,22.70066075,46.0,0,0,33.77233453,0.0,1.096332218,2.272727273,0.0
4-methylsulfonyl-2-nitrobenzoic acid,High,1.115138889,0.2253,4.160819131,0.873308738,2,-0.71,22.71278167,52.9,1,0,0.0,0.0,0.8010395,2.1,0.0
"N-(2,6-dimethylphenyl)-N-(methoxyacetyl)alanine (Ref: CGA 62826)",High,0.0,3.44064,7.773307474,4.076857798,1,-2.62,17.56387129,46.61,1,0,65.22129102,0.0,2.851605383,1.583333333,5.687386275
Methyl isothiocyanate (Ref: SN-32866),High,5.741142561,3.5414,8.772249133,2.869475276,1,-1.32,23.20515893,29.54,1,0,41.46839136,0.0,2.188245058,1.9,0.0
Desamino-metamitron,High,0.0,2.1904,8.807961654,3.061035513,1,-1.7,21.7223459,83.91,1,0,41.46839136,0.0,2.67369593,1.826086957,0.0
Methiocarb sulfoxide,High,5.428800482,5.6177,7.853894945,3.37043018,0,-2.89,29.22662041,58.2,3,0,63.67926481,0.0,2.382783654,1.448275862,45.60524384
Diketo-metribuzin (Ref: BCS-AG59919),High,5.026998168,2.45438,5.243060533,1.647841971,1,-0.92,18.52546332,51.48,0,0,29.82891977,5.749511833,1.804756521,1.733333333,0.0
Desaminodiketo-metribuzin (Ref: BCS-AA68848),High,0.0,4.9045,10.83441027,3.029710868,0,-1.05,5.969305288,26.3,0,0,23.80116485,0.0,1.896584565,1.894736842,0.0
Methyl 2-sulfamoylbenzoate (Ref: IN D5803),High,19.7364357,5.9019,8.717352234,3.237421156,4,-1.53,57.29580788,43.07,0,0,75.75056106,0.0,3.50871332,1.8,5.687386275
"1,2-benzisothiazol-3(2H)-one,1,1-dioxide (Ref: IN 00581)",High,5.756716585,3.16412,7.510031316,3.174774057,1,-1.06,23.19550589,29.54,1,0,29.32600419,0.0,2.449519054,2.157894737,5.687386275
3-(ethylsulfonyl)-2-pyridinesulfonamide (Ref: IN E9260),High,7.839232783,5.3741,11.93252595,5.781121481,0,-1.5,34.92931473,64.63,0,0,40.55824543,5.749511833,5.623109961,1.903225806,0.0
3-chloro-4-methylaniline,Not High,0.0,1.81312,7.71109289,3.366334295,1,-1.44,21.71269286,83.91,1,0,29.32600419,0.0,2.933105989,2.045454545,5.687386275
3-aminophenol,High,1.015185185,1.7287,2.165579023,1.383045157,0,-1.16,21.55340651,32.86,0,0,33.68382183,0.0,1.680486663,2.272727273,4.390415048
"5,6-dimethyl-2-(methylamino)pyrimidin-4-ol (Ref: R34865)",Not High,5.394876543,2.941,2.860302315,1.32777791,0,-0.9,17.28832616,26.02,0,1,28.78518601,0.0,0.884004587,1.833333333,18.85863142
"3,4-dichloroaniline",Not High,4.182456217,5.03338,9.553481405,2.827733436,1,-0.36,51.15104654,50.09,0,0,24.83655017,5.749511833,3.748010727,1.8,0.0
Aniline,High,0.0,2.7252,6.826357599,2.285478307,1,-2.44,17.62599685,95.74,0,0,39.44032246,0.0,1.516520577,1.333333333,5.687386275
Propylene urea,High,0.0,1.9598,4.007779397,1.347378011,1,1.01,31.41370696,3.24,0,0,0.0,0.0,5.159746508,1.777777778,0.0
Pyridafol (Ref: CL 9673),High,5.772695976,4.4864,7.604232829,3.018979754,1,-2.48,17.57024518,57.65,0,0,47.11476372,17.379012,1.976495816,1.8,13.17124514
"2-amino-4,6-dimethylpyrimidine (Ref: AE-F1312593)",Not High,5.31228647,2.5801,5.507400229,2.60205806,1,-1.07,30.26361409,55.84,2,0,35.39237126,0.0,4.573896604,1.473684211,0.0
Benzaldehyde,High,11.36181847,2.78,3.784877587,1.333716,0,-0.73,29.17118507,26.3,0,0,33.80781932,0.0,1.130683508,2.083333333,0.0
Benzyl alcohol,Not High,0.0,2.0767,35.07385325,4.112089717,2,-3.09,29.827025,252.73,0,4,0.0,0.0,2.679133133,0.72972973,0.0
"2,4,5-trichlorophenol",Not High,7.099050314,2.2795,4.892948302,2.229876251,1,-1.33,39.12365169,48.3,0,0,32.8892343,0.0,2.809816097,2.294117647,0.0
Thiophene sulfonamide (Ref: IN W8268),High,6.824207451,2.7857,9.136611153,1.456807141,0,1.07,39.68168753,35.53,0,0,0.0,0.0,6.949028733,1.8,0.0
Thiometon sulfoxide,High,5.549714506,0.9874,2.808706364,1.143177862,0,-0.58,21.62423104,60.16,0,1,29.28810159,0.0,1.74191119,1.818181818,0.0
"N,N-dimethyl-N'-p-tolysulphamide",Not High,0.0,-0.22918,2.466738637,0.926567521,3,-1.39,5.948339281,73.92,0,1,5.824404498,6.01046484,0.568474571,2.0,5.948339281
"2-dodecyl-3-hydroxy-1,4-naphthoquinone",Not High,5.484598765,0.0159,2.301674602,1.105153549,2,-1.03,17.28832616,60.91,0,1,21.57328096,0.0,0.694553289,2.4,5.687386275
Fenoxaprop-P (Ref: AE-F088406),Not High,11.06441156,3.1307,6.995164507,1.538264381,0,-1.37,34.98250613,38.33,1,0,29.28810159,0.0,1.204858023,2.25,10.48192346
Chlorobenzoxazolone (Ref: AE-F054014),Not High,18.95866101,5.3916,8.082805839,1.990905058,0,0.52,53.48922805,27.69,0,0,22.17800076,5.749511833,4.527037985,1.736842105,0.0
Methyl 2-(dimethylamino)-N-(((methylamino)carbonyl)oxy)-2-oxoethanimidothioate (Ref: IN A2213),High,0.0,1.0537,5.799349083,1.283765836,0,-0.84,13.72987685,73.86,1,0,11.83518498,0.0,1.312112077,1.857142857,0.0
2-chloro-4-methylsulfonyl-benzoic acid,High,1.457916667,2.0476,3.629492932,1.741410712,1,-1.62,32.7160795,54.02,2,0,24.26546827,0.0,1.946186109,2.214285714,9.926095664
Benalaxyl-M (Ref: IR 6141),High,5.789653941,0.1777,8.263340847,3.145748289,4,-3.13,39.57299012,163.63,2,0,16.78292838,11.75997667,3.590695754,1.714285714,10.74287647
Pethoxamid (Ref: ASU 96 520H),Not High,6.110389346,2.9434,8.299595029,4.129770772,0,-1.78,38.78792787,94.58,0,0,28.28227043,0.0,4.18983209,1.785714286,13.17124514
N-(2-ethoxyethyl)-N-(2-methyl-1-phenyl-1-propenyl)-2-sulfoacetamide,High,0.0,3.64524,7.723766422,5.471084453,0,-2.34,17.63564989,73.86,1,0,40.64862055,0.0,3.980025143,1.962962963,4.794537184
Sulfosulfuron sulfonamide (Ref: MON 52729),High,11.40537208,4.3906,9.776473347,3.165100372,1,-1.27,34.85857134,74.44,0,1,15.99296397,5.879988336,2.285244546,2.0,10.07780132
Bistrifluron (Ref: DBI-3204),High,0.0,4.3141,5.908533866,2.758309451,2,-3.17,11.37477255,95.51,0,0,68.25665751,11.49902367,1.685550323,1.52173913,24.54601769
Carpropamid (Ref: KTU 3616),Not High,11.23493323,2.7548,3.225620293,2.007726475,0,-1.12,34.76836967,34.14,0,0,45.45694396,0.0,1.690183784,1.142857143,0.0
Cyanophos (Ref: OMS 226),Not High,0.0,4.5178,11.34616178,3.040875418,0,-1.49,5.969305288,26.3,0,0,23.80116485,0.0,1.867121782,2.0,0.0
Hydroprene (Ref: OMS 1696),Not High,1.766003849,5.69432,10.61908054,5.213872733,0,-2.43,49.9298695,92.34,2,0,62.22219065,0.0,5.827622332,1.473684211,36.42029161
Imibenconazole (Ref: HF 6305),Not High,0.0,1.3647,7.230463932,3.539229205,5,-3.36,21.74928416,129.83,0,0,23.8930292,17.63996501,3.611541991,1.827586207,19.11958442
S-metolachlor (Ref: CGA 77102),Not High,0.0,0.674,9.053906802,3.357788878,3,-3.61,33.78334897,151.85,3,0,35.89528683,11.75997667,2.901502523,1.620689655,16.43026274
Profoxydim (Ref: BAS 625H),Not High,0.0,4.52256,7.895925515,5.184678564,1,-2.82,11.81435946,58.64,2,0,63.71254429,5.749511833,3.767093318,1.689655172,0.0
Metolachlor ethane sulfonic acid (Ref: CGA 354743),High,3.290935815,1.33432,6.110733204,3.657303724,5,-1.83,47.06548915,107.16,0,0,40.51028963,0.0,5.105655478,1.846153846,4.390415048
6-fluoro-2-hydroxybenzothiazole (Ref: KIF-230-M1),High,5.975983953,3.5875,6.616525346,5.257130284,3,-1.39,11.60093989,50.94,0,0,47.50619323,0.0,4.223970966,2.043478261,0.0
"((2,6-dimethylphenyl)-2-methoxyethyl)carbamoyl)methanesulfonic acid sodium salt (Ref: CGA 354742)",High,5.754078749,1.8257,8.643723875,3.004839716,2,-2.92,39.57299012,136.58,2,0,41.04839665,5.879988336,3.217050839,1.925925926,10.74287647
Dodemorph acetate (Ref: BAS 238F),Not High,0.0,0.609,8.943603805,3.146219098,3,-3.48,33.92038952,161.5,2,0,29.82891977,6.01046484,3.105169209,1.785714286,16.69121575
"2,4-dichlorobenzoic acid",High,0.0,1.5649,8.30570129,3.934799671,2,-3.41,33.65941418,148.61,2,0,35.89528683,11.75997667,3.254404983,1.689655172,16.43026274
Haloaniline,Not High,0.0,1.3403,8.763313657,2.931932806,3,-3.36,22.00274495,141.63,2,0,24.39594478,17.50948851,2.796953754,1.793103448,23.91412161
Glyphosate-trimesium,Not High,0.0,1.37932,4.700245982,3.639041223,2,-2.24,17.7121048,91.65,1,0,29.08404162,0.0,1.969427639,2.1,0.0
Ioxynil octanoate,Not High,6.029571901,1.9029,7.558678244,3.413730699,4,-2.99,38.92809983,124.78,0,0,40.79925042,6.01046484,3.501084064,2.107142857,10.07780132
Nitrothal-isopropyl (Ref: BAS 300 OOF),High,11.90396366,2.7697,6.618500302,2.957573954,4,-2.17,44.55973443,98.48,0,0,40.25843225,6.01046484,3.514658409,1.96,10.07780132
Thiocyclam,High,0.0,5.495,14.28768325,6.062705784,5,-6.24,11.68099029,145.6,0,0,107.6858605,47.03990669,3.952828099,0.955555556,0.0
Haloxyfop-etotyl (Ref: DOWCO 453EE),Not High,1.516248583,2.4817,6.636206223,2.489129,3,-1.04,23.65856351,62.73,0,0,0.0,0.0,1.475321552,1.764705882,11.89667856
Haloxyfop-P-methyl (Ref: DE 535),Not High,0.0,0.2382,4.23067958,2.027250261,3,-1.79,6.031114512,94.94,1,1,16.30868508,0.0,1.29312131,1.941176471,4.794537184
Ditalimfos (Ref: DOWCO 199),Not High,5.826542724,5.1677,9.645655503,3.773982377,1,-3.34,29.22693674,104.97,0,0,62.66205698,11.49902367,2.539133302,1.870967742,18.85863142
Calcium phosphide,Not High,6.016000386,4.3351,9.391808761,4.989037351,1,-2.41,35.07199091,72.91,2,0,34.11879735,5.749511833,3.679970888,1.793103448,10.07780132
"2,5-dichlorobenzoic acid methyl ester",Not High,6.044563798,4.5776,6.433802015,4.061483173,1,-2.08,29.28874597,55.84,2,0,34.30485769,5.749511833,3.045458735,1.958333333,14.87233851
Iminoctadine triacetate (Ref: DF 125),High,7.370845004,4.14554,6.961532477,3.350953909,1,-1.52,34.53229177,29.54,1,0,45.64958122,5.749511833,3.336477888,1.952380952,5.687386275
Benazolin-ethyl,Not High,0.0,4.2458,6.308356996,3.444343144,0,-2.81,22.36701443,38.33,1,0,72.79640482,5.749511833,2.263735641,1.590909091,5.687386275
Butroxydim (Ref: ICIA0500),Not High,6.099042568,2.7051,7.169844479,4.444950549,5,-2.15,17.6320544,73.02,1,0,39.77238217,0.0,3.420844567,1.958333333,4.794537184
Disulfoton sulfoxide (Ref: BAY 23323),Not High,12.3740838,4.3319,8.51100801,2.683239322,1,-0.1,52.07762438,38.77,1,0,29.28810159,0.0,4.521549138,1.857142857,5.687386275
Magnesium phosphide,Not High,6.93872176,4.1983,10.21853836,3.376509597,1,0.39,34.78929821,38.77,1,0,0.0,0.0,6.295789863,1.904761905,0.0
2-chlorobenzenesulfonamide (Ref: IN A4097),High,1.394953704,4.4062,7.469247598,3.236759718,1,-0.96,17.00109666,20.31,1,0,35.89528683,0.0,2.68923935,1.833333333,4.794537184
Quizalofop (Ref: CGA 287422),Not High,0.0,2.6037,7.268683814,2.826402484,2,-3.36,23.39949108,103.68,2,0,59.42050008,0.0,1.838815617,1.875,19.26275355
Sodium 5-nitroguaiacolate,Not High,6.10478948,4.4312,5.265383293,5.320010235,0,-1.97,23.16742978,46.67,0,0,70.24392434,0.0,4.012026661,1.666666667,0.0
Sodium o-nitrophenolate,Not High,0.0,5.82518,7.89759488,5.168517619,1,-3.06,5.969305288,59.32,0,0,71.80987974,11.49902367,3.522165865,1.785714286,0.0
Sodium p-nitrophenolate,Not High,0.0,2.9183,5.390423374,2.469080413,0,-1.51,6.093240071,38.33,1,0,29.82891977,5.749511833,1.351409627,2.133333333,4.794537184
Dioxathion (Ref: Hercules AC25),Not High,0.0,2.02164,3.93735957,1.609874378,0,-1.51,6.093240071,38.33,1,0,29.32600419,5.749511833,1.149895669,1.769230769,4.794537184
5-amino-4-chloro-3(2H)-pyridazinone,High,0.0,2.8414,5.582501459,2.329060336,1,-2.69,17.28195228,70.56,1,0,65.06782035,0.0,1.396252182,1.611111111,11.37477255
5-amino-4-chloro-2-methyl-3(2H)-pyridazinone,High,10.80014739,1.9907,6.091328629,1.197322684,1,-0.47,29.10905951,20.31,1,0,25.30991158,0.0,0.98019342,1.75,0.0
Barban (Ref: A-980),Not High,0.0,2.47702,4.795757871,2.315678462,1,-1.31,5.907179729,20.31,1,0,35.39237126,0.0,1.471487998,1.928571429,0.0
Chlorthiophos (Ref: ENT 27635),Not High,10.53472222,1.8525,2.798340611,0.212624534,0,0.58,23.20187978,0.0,0,0,0.0,0.0,0.0,2.0,0.0
Monocrotophos (Ref: ENT 27129),High,5.358407029,1.4258,5.983103027,1.165994111,1,-0.76,17.50811962,20.31,1,0,25.30991158,0.0,0.843390551,1.818181818,0.0
Dikegulac,High,0.0,1.77922,4.682872741,2.06473663,1,-1.71,11.78062635,41.57,1,0,23.7625527,5.749511833,1.351285972,2.066666667,10.48192346
Benzthiazuron (Ref: BAY 60618 ),High,17.18774124,3.2739,4.180581047,1.466914622,0,-0.44,40.77212496,37.3,0,0,32.76408557,0.0,1.563667911,1.769230769,0.0
Halosulfuron-methyl (Ref: CGA 288239),Not High,0.0,-0.6204,5.379331244,2.002968465,2,-1.37,5.959554569,88.79,0,0,10.11431827,0.0,1.240386909,2.571428571,0.0
Tembotrione (Ref: AE 0172747),High,12.31453071,3.2633,5.926701502,3.492991142,3,-1.14,23.20187978,49.17,0,0,46.46245947,0.0,2.95381901,2.285714286,0.0
Spirotetramat (Ref: BYI 08330),Not High,5.924588273,5.3408,7.966212724,3.899012225,3,-2.95,28.66309871,89.52,0,0,72.52722902,0.0,2.816186149,1.642857143,34.62381901
Fluroxypyr-meptyl,Not High,0.0,2.08764,4.87601073,2.326460883,1,-1.71,11.78062635,41.57,1,0,23.25963712,5.749511833,1.838573276,1.75,10.48192346
MCPA-thioethyl,High,22.18459877,3.5617,3.359310173,1.005544113,1,0.31,46.40375956,12.89,0,0,29.04613902,0.0,1.045690683,1.818181818,0.0
Sodium chlorate,High,11.71262201,4.4147,8.019196681,3.918697718,1,-0.77,29.17118507,29.54,0,0,33.80781932,0.0,2.926825736,2.142857143,0.0
Fluorodifen (Ref: C 6989),Not High,0.0,3.7304,7.320420245,3.281217338,3,-2.59,22.7495451,115.54,0,1,31.8584551,0.0,2.404790586,1.625,35.92079024
Dichlone (Ref: USR 604),Not High,0.0,1.5224,6.093471214,2.120230175,3,-1.59,11.89667856,71.96,0,0,0.0,6.01046484,1.071957515,1.875,11.89667856
Fenaminosulf (Ref: BAY 5027),High,2.613475057,5.7156,7.202786677,2.208048967,0,-0.67,28.53600745,26.3,0,0,60.66367068,0.0,8.207942722,1.315789474,0.0
Kinoprene,Not High,11.86813613,8.4208,19.61955155,9.86968557,6,-5.02,47.20271938,169.32,2,0,119.2971608,0.0,7.40648259,0.982758621,9.589074368
Flubendiamide (Ref: NNI-0001),High,1.244722222,4.8779,7.343650288,1.911990845,0,-0.28,18.17935229,35.53,0,0,35.89528683,0.0,5.353265627,1.555555556,0.0
Pyroxsulam (Ref: XDE 742),High,6.181343292,3.96052,5.354204699,4.260162826,2,-1.85,23.19550589,56.15,1,0,45.73649349,0.0,3.534676768,2.130434783,5.687386275
Orthosulfamuron (Ref: IR5878),Not High,6.430660889,6.14622,7.348518684,2.696564232,1,-1.34,54.79123968,51.22,1,0,36.65687205,5.749511833,3.982050689,1.692307692,32.02987656
Chromafenozide (Ref: ANS 118),High,1.493985983,4.9023,6.962864085,3.55784128,2,-1.83,22.93135188,46.92,1,0,33.77780009,0.0,3.598966413,2.041666667,18.85863142
Amisulbrom,Not High,0.0,2.5754,7.093633436,2.737906944,1,-2.82,11.61886473,59.92,1,0,60.16075511,11.49902367,1.789409595,1.714285714,0.0
Chlorantraniliprole (Ref: DPX E2Y45),High,23.2837437,3.9706,3.455949753,1.916058088,0,-0.15,52.37306485,26.3,0,0,31.21743624,0.0,2.258874232,1.5,0.0
Pyridalyl (Ref: S-1812),High,11.79708052,3.81518,7.016339399,3.336721833,1,-1.44,29.10905951,62.12,1,0,28.24436783,5.749511833,1.926740759,2.0,0.0
Ipconazole (Ref: KNF 317),High,35.4675692,6.5575,7.562710345,2.907821897,0,-0.88,87.16951063,66.4,1,0,59.46180407,0.0,3.197950123,1.333333333,5.687386275
"2,3,3-trichloro-2-propene sulfonic acid",High,12.03223265,3.05212,4.276007951,2.255826286,1,-1.32,23.20187978,45.75,0,0,50.22799047,0.0,1.78550275,1.8125,0.0
Orysastrobin,High,6.173405387,4.60302,7.354567175,3.190610291,2,-1.95,17.41880267,47.04,0,0,46.87280115,5.749511833,2.178379522,1.909090909,14.59869287
Cyflumetofen (Ref: OK-5101),Not High,0.0,3.1334,8.684449443,4.440340936,1,-2.86,11.48028426,48.0,1,0,65.48471341,11.49902367,2.965038618,1.62962963,4.390415048
Spinetoram (Ref: XDE 175),Not High,1.015246835,1.4565,5.219109113,1.486005111,0,-1.21,27.11922352,72.47,1,0,24.26546827,5.749511833,1.945102306,1.875,4.794537184
Chlorimuron-ethyl (Ref: DPX F6025),High,17.37657078,4.9481,6.804611741,1.953054234,0,-0.22,48.38468167,44.76,0,0,39.34302125,0.0,2.50262593,1.888888889,0.0
Ethametsulfuron-methyl (Ref: DPX-A7881),Not High,22.54622846,4.5429,5.873406506,1.632175059,0,0.46,53.32828299,27.69,0,0,27.20063408,5.749511833,2.40399279,1.5,0.0
Cyclosulfamuron (Ref: BAS 710H),Not High,5.817362878,2.86982,4.282623273,1.586600025,2,-1.02,23.62686153,15.6,0,0,28.78518601,0.0,1.168054711,2.076923077,5.687386275
Pyrazosulfuron-ethyl (Ref: NC 311),Not High,5.042114198,-0.4216,3.40193858,0.388864604,0,0.21,11.60093989,40.46,0,0,0.0,0.0,0.146385011,2.166666667,0.0
Sulfometuron-methyl (Ref: DPX T5648),High,0.0,1.6229,6.071789324,4.424163805,2,-2.29,17.90759953,66.92,3,0,11.64912464,0.0,2.970573818,2.086956522,4.794537184
Trifloxysulfuron (Ref: CGA 292230),High,2.15,1.0512,1.73,0.0,0,0.73,22.59087063,0.0,0,0,0.0,0.0,0.0,1.5,0.0
Imazapic (Ref: AC 263222),High,0.0,4.2809,7.154566101,4.657051803,0,-1.89,5.969305288,35.53,0,0,46.54782656,0.0,3.04783472,1.52,17.56166019
Cloransulam-methyl (Ref: XDE 565),High,0.0,1.67512,5.61944507,3.409010842,1,-2.36,15.62049808,89.0,0,0,50.93718775,0.0,3.182700709,1.833333333,13.17124514
Diclosulam (Ref: XDE 564),Not High,0.998261562,-0.30648,6.67935947,3.129191945,3,-2.67,33.36049683,138.59,1,0,26.30494204,6.01046484,4.469677026,1.96,4.794537184
Pyribenzoxim (Ref: LGC 40863 ),Not High,5.821969365,1.6623,8.672062167,4.460637178,3,-2.71,27.71744879,110.48,1,0,61.13441951,0.0,3.803455671,1.75,17.56166019
Flucarbazone-sodium (Ref: BAY MKH 6562),High,0.0,0.7097,3.521794514,1.225900621,0,-1.84,17.56387129,66.4,1,0,30.33183534,0.0,0.706046903,1.75,5.687386275
Dimethametryn (Ref: C 18898),High,11.90531221,5.7229,7.61881907,3.769102359,2,-2.51,34.79644578,46.92,1,0,69.71491294,0.0,2.857492497,1.888888889,18.85863142
