,Environmental fate,Ecotoxicity,Human health,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Bromofenoxim (Ref: C9122),Not High,Not High,Not High,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])ONC=C2C=C(C(=O)C(=C2)Br)Br,11.53328171,11.53328171,0.19404964,-0.788279881,0.526657134,13.75,461.022,453.966,458.8701591,124,0.320619646,-0.375346629,0.375346629,0.320619646,1.083333333,1.708333333,2.25,79.91976547,10.11413308,2.20885078,-2.086098345,2.304511897,-2.132116688,9.127719805,-0.394428045,2.519201973,2.180088894,806.9959792,17.85300667,11.56394749,14.73594057,11.29060146,6.137931927,7.723928466,4.34417252,6.052846318,2.765123015,3.943200102,1.672126898,2.893997008,-2.53,169320.603,17.81810792,7.360124631,4.055396608,150.7313723,4.837588584,0.0,0.0,11.53275678,5.687386275,5.687386275,25.02317372,5.480096598,0.0,0.0,0.0,55.65139961,12.26632196,24.87773427,19.47874787,49.01790529,0.0,5.480096598,0.0,0.0,0.0,71.31758248,5.749511833,10.31768518,11.37477255,5.749511833,31.8598878,15.62986704,4.794537184,20.22863654,0.0,51.08894595,0.0,0.0,124.61,21.22139465,25.02317372,0.0,11.53275678,14.53784964,18.19910121,18.3519951,0.0,0.0,37.33998439,4.837588584,0.650447148,6.203291127,36.71102686,21.63769822,1.973582442,-0.417128251,3.00348139,4.404267727,0.0,0.0,0.0,24,1,9,1,0,1,1,0,1,7,1,11,5,0,0,0,2,3.4106,90.6245,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromophos,High,High,High,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl,5.96822027,5.96822027,0.335092593,-2.790006614,0.572893002,11.5625,366.0,357.936,363.8492192,90,0.379571639,-0.422481256,0.422481256,0.379571639,1.1875,1.75,2.25,79.9187311,10.33091242,2.203458821,-2.187409987,2.501940297,-1.97017767,9.1033996,0.273016207,2.254984238,3.063766854,435.5367539,12.34493498,8.368800715,13.17757892,7.414832661,3.972564717,8.077530535,2.600387857,7.418063916,1.632175059,5.557380935,0.843794743,2.659654426,0.65,2823.240266,14.71006006,6.005197583,3.570365326,117.3559312,13.57124149,5.749511833,0.0,0.0,0.0,6.718607232,0.0,0.0,0.0,0.0,23.20187978,21.99631097,36.56553776,10.04526663,13.57124149,57.657287,0.0,0.0,0.0,0.0,14.21959508,26.65072028,5.749511833,4.523747162,0.0,5.749511833,45.85043091,14.21959508,20.85435041,0.0,0.0,16.60545365,10.04526663,0.0,27.69,6.718607232,0.0,0.0,0.0,20.26749798,0.0,14.21959508,12.13273414,0.0,15.9299439,48.57997735,16.05483836,20.17605828,0.0,0.840514928,0.0,0.335092593,3.163966049,0.0,-2.790006614,2.830647518,0.25,16,0,3,0,0,0,1,0,1,4,0,8,4,0,0,0,1,4.652,73.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromopropylate (Ref: GS 19851),High,Not High,Not High,CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O,12.55049957,12.55049957,0.314887304,-1.841597222,0.735227222,11.54545455,428.12,411.992,425.9466186,116,0.347443699,-0.460310659,0.460310659,0.347443699,0.954545455,1.318181818,1.636363636,79.9197616,9.861466139,2.416474211,-2.278021591,2.327264272,-2.393071803,9.104480736,-0.165741661,2.468350244,2.547618684,603.1091973,16.32806265,12.21579155,15.38778462,10.33525965,6.79295677,8.378953309,5.178259645,7.009610703,3.162144086,4.219475112,2.083904739,2.612570252,-1.17,68560.89639,17.18807448,6.939849895,3.590825053,146.1176042,9.843390349,0.0,0.0,5.601050811,0.0,5.969305288,0.0,4.794537184,0.0,0.0,56.12535607,49.23984566,8.945439032,6.103966388,14.63792753,37.82919308,0.0,0.0,0.0,25.5524916,0.0,68.60327856,0.0,0.0,0.0,0.0,31.8598878,17.17979907,15.13245095,0.0,24.97437738,57.47637558,0.0,0.0,46.53,11.5703561,9.901064579,0.0,6.103966388,11.12690298,8.945439032,0.0,62.37841095,0.0,31.8598878,4.736862954,7.006800858,6.70259044,12.55049957,11.14797714,-0.918129724,-0.687828798,13.9267021,-0.314887304,3.502942387,0.0,0.235294118,22,1,3,0,0,0,2,0,2,3,1,5,4,0,0,0,2,4.3991,92.5108,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromoxynil (Ref: ENT 20852),Not High,Not High,High,C1=C(C=C(C(=C1Br)O)Br)C#N,9.223101852,9.223101852,0.114814815,0.114814815,0.791922188,9.181818182,276.915,273.891,274.8581379,56,0.143513489,-0.505580002,0.505580002,0.143513489,1.272727273,1.727272727,2.090909091,79.91976339,10.21624829,2.037955961,-1.985538837,2.323339891,-1.764368314,9.108907764,0.468183079,1.990060507,3.348369661,306.697838,8.43072142,5.305056675,8.477049754,5.147065708,2.729878607,4.315875146,1.900302394,3.608976192,1.145993747,2.354970254,0.630063846,1.816520081,-0.53,286.568713,8.565510984,3.244738766,1.731431732,80.71825388,5.106527395,5.749511833,0.0,0.0,0.0,0.0,0.0,0.0,5.261891555,0.0,0.0,43.99262193,0.0,20.57811184,5.106527395,31.8598878,5.261891555,0.0,0.0,0.0,0.0,26.64162466,11.81873315,0.0,0.0,5.749511833,31.8598878,5.106527395,0.0,11.33111287,5.563451492,21.07817317,0.0,0.0,44.02,0.0,5.106527395,0.0,5.749511833,14.50889052,0.0,0.0,12.13273414,6.069221313,31.8598878,5.261891555,1.03412037,6.213101852,0.0,17.72717593,0.501435185,0.114814815,5.076018519,0.0,0.0,0.0,0.0,11,1,2,0,0,0,1,0,1,2,1,4,0,0,0,0,1,2.78888,48.2218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromuconazole (Ref: LS 860263),High,Not High,Not High,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br,6.361932477,6.361932477,0.289598293,-0.510378086,0.767071805,26.05,377.069,364.973,374.9540795,106,0.137254847,-0.367082757,0.367082757,0.137254847,1.45,2.3,2.9,79.91873344,9.903324633,2.427235706,-2.293271176,2.43066767,-2.314632823,9.092595234,-0.016851652,3.003430634,2.011553139,607.6686663,14.16492594,10.46920445,13.56705889,9.588954061,6.149642202,7.821246677,4.823929873,6.962526532,3.397670169,4.533549225,2.543684854,3.779506973,-0.62,54863.66739,14.32284807,5.638183065,2.723306949,134.7218835,4.736862954,18.25569096,0.0,0.0,0.0,0.0,0.0,9.665781456,5.098681808,0.0,45.19819075,18.55355576,20.43589219,13.15163837,4.736862954,39.13182368,0.0,14.76446326,0.0,23.39380291,6.606881965,46.46245947,0.0,0.0,0.0,0.0,39.13182368,26.1985193,16.88267017,0.0,11.98427311,30.85374135,10.04526663,0.0,39.94,5.601050811,0.0,0.0,4.82717407,23.196905,11.98427311,6.327320075,17.07549008,12.13273414,26.01260423,27.93874273,7.829809461,15.95519384,4.26466405,5.387937527,0.421118827,0.0,5.495894747,4.002420394,1.198516708,0.0,0.384615385,20,0,4,0,1,1,1,1,2,4,0,7,3,0,1,1,3,3.6642,81.446,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronopol,High,Not High,Not High,C(C(CO)([N+](=O)[O-])Br)O,9.922013889,9.922013889,0.725694444,-1.770833333,0.273843954,11.44444444,199.988,193.94,198.9480198,54,0.319034789,-0.387772458,0.387772458,0.319034789,1.555555556,1.888888889,1.888888889,79.918737,10.35286126,2.37517849,-2.107977199,2.154469699,-2.385629606,9.095907668,-0.54159238,1.859267637,4.090340516,112.3803753,7.491563832,4.450315403,6.036311942,4.064696017,2.117299719,2.910297989,1.491341985,2.9674505,0.811756461,1.60285463,0.165470054,0.165470054,-0.2,74.37070549,8.8,3.09218107,1.884458489,59.57812609,10.21305479,13.21376393,0.0,0.0,0.0,4.448193277,10.11431827,0.0,0.0,0.0,0.0,0.0,20.85325495,0.0,15.13636584,15.9299439,0.0,0.0,0.0,4.448193277,13.21376393,10.11431827,0.0,0.0,0.0,0.0,15.9299439,32.79832304,0.0,10.11431827,0.0,0.0,0.0,0.0,83.6,22.58526825,10.11431827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9299439,10.21305479,-1.770833333,2.548611111,9.137291667,26.53631944,0.0,0.0,0.0,0.0,-1.451388889,0.0,1.0,9,2,5,0,0,0,0,0,0,4,2,6,3,0,0,0,0,-0.6611,32.824,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bupirimate (Ref: PP 588),Not High,Not High,High,CCCCC1=C(N=C(N=C1OS(=O)(=O)N(C)C)NCC)C,11.92910541,11.92910541,0.111666667,-3.831969246,0.786241915,11.71428571,316.427,292.235,316.1569116,120,0.385668068,-0.354393483,0.385668068,0.354393483,1.238095238,1.904761905,2.428571429,32.24547248,10.09346752,2.212646468,-2.158712681,2.241531561,-2.277839188,7.84192413,0.411005014,2.372897278,3.229204537,573.024259,16.0436056,13.30306107,14.11955765,9.812897595,7.046873057,8.412021428,4.873639467,6.626064763,2.922625448,4.185539934,1.69152529,2.177957097,-1.41,28069.0019,17.64104645,7.55627348,4.817297203,126.548199,9.499874037,0.0,0.0,11.82832762,0.0,10.30416488,0.0,4.983978521,17.7069915,0.0,13.34455882,26.68911765,31.89747986,0.0,12.60088242,16.25250416,0.0,14.27317303,0.0,40.03367647,25.95688898,11.25737949,5.879988336,9.499874037,5.948339281,5.879988336,0.0,43.33107039,16.7249865,6.9237372,37.94649713,0.0,0.0,0.0,84.42,10.30416488,8.417796984,0.0,5.879988336,18.91391731,28.40423872,14.09534397,0.0,13.8474744,22.20848285,4.183085433,30.03937437,0.0,8.534139739,2.976398652,1.474337207,0.485930178,0.0,2.601604308,6.469587349,-0.99803847,0.692307692,21,1,7,0,0,0,0,1,1,6,1,8,8,0,0,0,1,1.74462,82.7795,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buprofezin (Ref: PP 618),Not High,Not High,Not High,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,12.82135771,12.82135771,0.001898148,-0.189811272,0.821370517,18.76190476,305.447,282.263,305.1561834,114,0.331048049,-0.283786224,0.331048049,0.283786224,1.19047619,1.80952381,2.333333333,32.16659402,10.13116585,2.34146294,-2.384033936,2.285098208,-2.529841793,8.13600154,0.220140725,2.37278336,2.323385479,534.2031125,15.62095586,13.32934576,14.14584234,9.793512317,7.178375008,8.163973568,6.348539837,7.260562233,2.981137715,3.91461838,2.066660173,3.337147987,-1.49,36740.17754,15.89054477,6.096692565,3.785096005,130.7746151,0.0,0.0,5.16765177,0.0,0.0,6.031114512,14.79222419,4.794537184,0.0,0.0,29.96098615,46.75142014,11.7292271,11.41571364,4.794537184,28.64803751,0.0,4.899909731,4.992404733,46.19945208,10.77669812,30.33183534,0.0,4.899909731,10.48192346,0.0,11.76188495,33.55623048,0.0,0.0,34.618686,35.32424007,0.0,0.0,35.91,0.0,4.794537184,0.0,17.61188059,5.87678839,10.85503804,0.0,21.56170441,64.95052134,0.0,4.992404733,0.0,1.61421438,21.11107064,0.814519558,0.736539352,0.598194444,9.85799611,0.0,10.18413218,0.0,0.5,21,0,4,0,1,1,1,0,1,3,0,5,2,0,1,1,2,4.1822,90.938,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Butachlor (Ref: CP 53619),Not High,High,Not High,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,12.22644991,12.22644991,0.029423973,-0.107624874,0.389228092,10.66666667,311.853,285.645,311.1652068,118,0.243316366,-0.360654615,0.360654615,0.243316366,1.19047619,1.80952381,2.285714286,35.49566352,10.01873872,2.198135598,-2.264659942,2.27096325,-2.354399896,6.290233552,-0.116998506,2.533283436,3.04059293,426.1662903,15.66492594,13.32347293,14.07940187,10.18860047,7.738174469,8.272696953,4.978275273,5.245536515,3.512850145,3.741481952,2.297428951,2.441705807,-1.06,47220.40324,17.99015045,9.800132642,5.00909879,132.7839336,4.736862954,12.61082019,0.0,5.907179729,0.0,0.0,9.694446915,0.0,0.0,11.60093989,45.39113443,30.38936785,6.606881965,5.687386275,9.531400138,23.19550589,0.0,0.0,0.0,46.45449809,24.11761189,29.32600419,0.0,4.899909731,5.687386275,0.0,11.60093989,25.12488189,22.37304338,0.0,44.73975783,18.19910121,0.0,0.0,29.54,0.0,4.794537184,0.0,18.51799992,6.606881965,42.49757575,0.0,4.899909731,6.066367068,32.90394574,16.33780284,5.659028093,5.781018457,13.92121843,0.0,3.294874864,-0.137048847,6.173168698,3.835885596,7.24963249,0.0,0.588235294,21,0,3,0,0,0,1,0,1,2,0,4,9,0,0,0,1,4.1574,89.131,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Butocarboxim (Ref: Co 755),High,High,Not High,CC(C(=NOC(=O)NC)C)SC,10.57995985,10.57995985,0.272829743,-0.539210128,0.416304575,13.83333333,190.268,176.156,190.0775987,70,0.432586399,-0.322658205,0.432586399,0.322658205,1.666666667,2.25,2.666666667,32.16649098,10.32301813,2.041594024,-2.050589574,2.06480664,-2.183374062,7.994428599,0.152563696,2.114475025,3.912237963,182.2451893,9.560477932,7.749308736,8.565805317,5.612590865,3.574405229,4.86230633,2.239343827,3.417855129,1.418554486,2.466772783,0.403872039,0.788016704,-0.71,378.4910295,11.29,5.879535771,4.226890617,76.72630424,5.316788604,0.0,0.0,0.0,0.0,6.093240071,4.837588584,4.794537184,11.76188495,0.0,5.155712727,20.10324358,12.29761001,5.711685003,9.632125768,23.56681002,0.0,5.316788604,5.155712727,19.09741243,13.30344117,0.0,0.0,5.316788604,4.794537184,0.0,11.76188495,30.35830427,4.837588584,0.0,13.8474744,5.155712727,0.0,0.0,50.69,6.093240071,4.794537184,0.0,5.24993803,0.0,5.711685003,7.047671983,11.76188495,20.10324358,15.31008991,0.0,0.0,1.649644511,15.0804691,6.224498063,0.797314815,0.0,0.0,1.4365625,3.820255102,1.491255905,0.714285714,12,1,4,0,0,0,0,0,0,4,1,5,3,0,0,0,0,1.4698,51.6267,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Butoxycarboxim (Ref: Co 859),High,Not High,Not High,CC(C(=NOC(=O)NC)C)S(=O)(=O)C,11.04995851,11.04995851,0.2325,-3.199176705,0.418265494,14.71428571,222.266,208.154,222.0674279,82,0.432586421,-0.322658204,0.432586421,0.322658204,1.5,2.0,2.357142857,32.22782841,10.32288262,2.182508806,-2.06793696,2.007485459,-2.252106165,7.915938521,0.152518862,2.102187624,4.473265368,333.5989577,11.35337115,8.565805317,9.382301898,6.285910928,3.907738562,5.86230633,2.833168632,5.199329544,1.707229621,3.332798187,0.543130233,1.205791283,-1.11,687.4153531,12.89,4.942860059,4.218641965,83.22859259,5.316788604,0.0,9.837253136,0.0,0.0,6.093240071,4.837588584,13.21233417,0.0,0.0,5.155712727,13.8474744,13.30344117,10.96162303,18.04992275,21.64217821,0.0,5.316788604,5.155712727,19.09741243,13.30344117,0.0,0.0,5.316788604,4.794537184,0.0,0.0,38.77610125,14.67484172,0.0,13.8474744,5.155712727,0.0,0.0,84.83,21.18043124,13.21233417,0.0,5.711685003,0.0,6.255769184,20.89514638,0.0,0.0,15.31008991,0.0,22.09991701,0.0,14.94139881,4.80977962,0.2325,0.0,0.0,0.362393944,2.954398621,-1.817054674,0.714285714,14,1,6,0,0,0,0,0,0,5,1,7,3,0,0,0,0,0.1514,52.9555,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Butralin (Ref: Amchem70-25),High,Not High,Not High,CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],11.28853316,11.28853316,0.020972222,-0.576435185,0.653232887,12.80952381,295.339,274.171,295.1532062,116,0.299257288,-0.371392761,0.371392761,0.299257288,1.142857143,1.571428571,1.857142857,16.63371914,9.858456731,2.299820955,-2.202018347,2.391657519,-2.177105212,5.751603401,-0.392060857,2.359988325,3.588145947,528.8229269,16.36987901,12.96657794,12.96657794,9.573604628,6.813591353,6.813591353,6.107350756,6.107350756,3.359250922,3.359250922,1.829148973,1.829148973,-2.18,22301.88967,16.87313496,6.06976294,3.899181502,123.2067537,5.316788604,0.0,5.687386275,0.0,11.37477255,0.0,20.22863654,0.0,0.0,0.0,27.6949488,24.32300078,18.17457497,9.846622098,9.846622098,17.06215882,0.0,0.0,0.0,52.49633892,5.316788604,37.92482217,0.0,5.316788604,17.06215882,0.0,0.0,15.88846293,5.414990469,20.22863654,46.60295911,12.13273414,0.0,0.0,98.31,15.26161257,20.22863654,0.0,23.10399965,11.98427311,0.0,12.13273414,0.0,34.618686,5.316788604,0.0,0.0,0.0,21.42419596,25.46383598,-0.378203893,0.0,2.734246977,0.703701224,9.302223758,0.0,0.571428571,21,1,7,0,0,0,1,0,1,5,1,7,5,0,0,0,1,4.0109,81.8265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butylate (Ref: R 1910),Not High,Not High,Not High,CCSC(=O)N(CC(C)C)CC(C)C,11.70310185,11.70310185,0.231388889,0.231388889,0.702512438,11.07142857,217.378,194.194,217.1500354,84,0.281136084,-0.333096652,0.333096652,0.281136084,1.142857143,1.571428571,1.857142857,32.16658575,10.14591032,2.149722067,-2.251730113,2.122225858,-2.340670313,8.130012536,0.207702519,2.01360262,4.151457931,158.6704666,11.1378282,10.03973106,10.85622764,6.468432913,5.385990194,6.371588753,4.391596857,5.606863113,1.697081564,2.490906163,1.319915329,1.898511289,-0.18,741.0057641,13.82,7.156653982,6.30050834,92.43313797,4.899909731,0.0,0.0,0.0,5.239211713,0.0,4.794537184,0.0,0.0,0.0,46.38057095,17.5886657,13.08951281,0.0,4.794537184,17.00109666,0.0,4.899909731,11.83581209,34.618686,18.84236642,0.0,0.0,0.0,4.794537184,0.0,11.76188495,28.98148786,0.0,11.83581209,34.618686,0.0,0.0,0.0,20.31,0.0,4.794537184,0.0,5.239211713,11.83581209,18.84236642,11.76188495,0.0,11.82364693,27.6949488,0.0,0.0,1.41037037,13.6787963,0.231388889,0.0,1.968732048,0.0,0.0,12.37737906,0.0,0.909090909,14,0,2,0,0,0,0,0,0,2,0,3,5,0,0,0,0,3.4735,64.777,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cadusafos (Ref: FMC 67825),Not High,High,High,CCC(C)SP(=O)(OCC)SC(C)CC,12.45550926,12.45550926,0.401795792,-2.531319444,0.566594588,16.33333333,270.4,247.216,270.0877086,92,0.313193393,-0.313869694,0.313869694,0.313193393,1.066666667,1.466666667,1.733333333,33.09822919,10.37661924,2.284217922,-2.212724684,2.721730871,-1.975227622,8.88990606,0.357083455,2.168007408,4.371665188,195.5990692,11.89734123,10.35622764,12.88364799,6.969674216,5.582893862,10.17718662,3.513537702,11.53989634,2.055131841,10.42258283,0.833661419,10.27857705,0.89,1305.140459,15.89,8.050730215,6.933246109,102.2569347,4.523747162,0.0,0.0,0.0,0.0,5.77255786,4.565048285,0.0,0.0,0.0,50.45839839,19.76538045,10.49987606,6.606881965,9.088795447,28.53600745,0.0,0.0,0.0,57.9602053,6.606881965,0.0,0.0,0.0,0.0,0.0,28.53600745,17.10675802,9.088795447,0.0,47.46032924,0.0,0.0,0.0,26.3,5.77255786,4.565048285,0.0,0.0,17.10675802,12.84164325,22.76344959,0.0,6.9237372,27.6949488,4.523747162,17.91143519,3.023148148,0.0,0.803591585,0.0,-2.531319444,0.0,2.06110497,10.87092845,0.0,1.0,15,0,2,0,0,0,0,0,0,4,0,5,8,0,0,0,0,5.1944,73.9205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
