"Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (MFE, max)","%RSD (MFE)","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 250-MS-POS,[Mass] 251-MS-POS,[Mass] 252-MS-POS,[Mass] 253-MS-POS,[Mass] 254-MS-POS,[Mass] 255-MS-POS,[Mass] 256-MS-POS,[Mass] 257-MS-POS,[Mass] 258-MS-POS,[Mass] 259-MS-POS,[Mass] 260-MS-POS,[Mass] 261-MS-POS,[Mass] 262-MS-POS,[Mass] 263-MS-POS,[Mass] 264-MS-POS,[Mass] 265-MS-POS,[Mass] 266-MS-POS,[Mass] 267-MS-POS,[Mass] 268-MS-POS,[Mass] 269-MS-POS,[Mass] 270_POS,[Mass] 271_POS,[Mass] 272_POS,[Mass] 273_POS,[Mass] QC1_POS,[Mass] QC2_POS,[Mass] QC3_POS,[RT] 250-MS-POS,[RT] 251-MS-POS,[RT] 252-MS-POS,[RT] 253-MS-POS,[RT] 254-MS-POS,[RT] 255-MS-POS,[RT] 256-MS-POS,[RT] 257-MS-POS,[RT] 258-MS-POS,[RT] 259-MS-POS,[RT] 260-MS-POS,[RT] 261-MS-POS,[RT] 262-MS-POS,[RT] 263-MS-POS,[RT] 264-MS-POS,[RT] 265-MS-POS,[RT] 266-MS-POS,[RT] 267-MS-POS,[RT] 268-MS-POS,[RT] 269-MS-POS,[RT] 270_POS,[RT] 271_POS,[RT] 272_POS,[RT] 273_POS,[RT] QC1_POS,[RT] QC2_POS,[RT] QC3_POS,[Area] 250-MS-POS,[Area] 251-MS-POS,[Area] 252-MS-POS,[Area] 253-MS-POS,[Area] 254-MS-POS,[Area] 255-MS-POS,[Area] 256-MS-POS,[Area] 257-MS-POS,[Area] 258-MS-POS,[Area] 259-MS-POS,[Area] 260-MS-POS,[Area] 261-MS-POS,[Area] 262-MS-POS,[Area] 263-MS-POS,[Area] 264-MS-POS,[Area] 265-MS-POS,[Area] 266-MS-POS,[Area] 267-MS-POS,[Area] 268-MS-POS,[Area] 269-MS-POS,[Area] 270_POS,[Area] 271_POS,[Area] 272_POS,[Area] 273_POS,[Area] QC1_POS,[Area] QC2_POS,[Area] QC3_POS,[Score (MFE)] 250-MS-POS,[Score (MFE)] 251-MS-POS,[Score (MFE)] 252-MS-POS,[Score (MFE)] 253-MS-POS,[Score (MFE)] 254-MS-POS,[Score (MFE)] 255-MS-POS,[Score (MFE)] 256-MS-POS,[Score (MFE)] 257-MS-POS,[Score (MFE)] 258-MS-POS,[Score (MFE)] 259-MS-POS,[Score (MFE)] 260-MS-POS,[Score (MFE)] 261-MS-POS,[Score (MFE)] 262-MS-POS,[Score (MFE)] 263-MS-POS,[Score (MFE)] 264-MS-POS,[Score (MFE)] 265-MS-POS,[Score (MFE)] 266-MS-POS,[Score (MFE)] 267-MS-POS,[Score (MFE)] 268-MS-POS,[Score (MFE)] 269-MS-POS,[Score (MFE)] 270_POS,[Score (MFE)] 271_POS,[Score (MFE)] 272_POS,[Score (MFE)] 273_POS,[Score (MFE)] QC1_POS,[Score (MFE)] QC2_POS,[Score (MFE)] QC3_POS,[Score (Tgt)] 250-MS-POS,[Score (Tgt)] 251-MS-POS,[Score (Tgt)] 252-MS-POS,[Score (Tgt)] 253-MS-POS,[Score (Tgt)] 254-MS-POS,[Score (Tgt)] 255-MS-POS,[Score (Tgt)] 256-MS-POS,[Score (Tgt)] 257-MS-POS,[Score (Tgt)] 258-MS-POS,[Score (Tgt)] 259-MS-POS,[Score (Tgt)] 260-MS-POS,[Score (Tgt)] 261-MS-POS,[Score (Tgt)] 262-MS-POS,[Score (Tgt)] 263-MS-POS,[Score (Tgt)] 264-MS-POS,[Score (Tgt)] 265-MS-POS,[Score (Tgt)] 266-MS-POS,[Score (Tgt)] 267-MS-POS,[Score (Tgt)] 268-MS-POS,[Score (Tgt)] 269-MS-POS,[Score (Tgt)] 270_POS,[Score (Tgt)] 271_POS,[Score (Tgt)] 272_POS,[Score (Tgt)] 273_POS,[Score (Tgt)] QC1_POS,[Score (Tgt)] QC2_POS,[Score (Tgt)] QC3_POS,[Ions] 250-MS-POS,[Ions] 251-MS-POS,[Ions] 252-MS-POS,[Ions] 253-MS-POS,[Ions] 254-MS-POS,[Ions] 255-MS-POS,[Ions] 256-MS-POS,[Ions] 257-MS-POS,[Ions] 258-MS-POS,[Ions] 259-MS-POS,[Ions] 260-MS-POS,[Ions] 261-MS-POS,[Ions] 262-MS-POS,[Ions] 263-MS-POS,[Ions] 264-MS-POS,[Ions] 265-MS-POS,[Ions] 266-MS-POS,[Ions] 267-MS-POS,[Ions] 268-MS-POS,[Ions] 269-MS-POS,[Ions] 270_POS,[Ions] 271_POS,[Ions] 272_POS,[Ions] 273_POS,[Ions] QC1_POS,[Ions] QC2_POS,[Ions] QC3_POS,
612.1524,0.75,0,9.55,0.022,272188,27,0,100.0,11.4,98.7,6.7,3,7,612.1531,612.1526,612.1521,612.1521,612.1519,612.1521,612.1525,612.1525,612.1520,612.1525,612.1530,612.1521,612.1519,612.1521,612.1522,612.1520,612.1521,612.1523,612.1535,612.1533,612.1522,612.1519,612.1525,612.1519,612.1530,612.1528,612.1528,9.545,9.548,9.558,9.549,9.543,9.547,9.560,9.541,9.557,9.539,9.554,9.554,9.551,9.552,9.545,9.546,9.539,9.552,9.545,9.550,9.548,9.548,9.548,9.549,9.550,9.538,9.555,155647,2259995,275920,2123400,2743743,300485,56061,31582,43728,1123500,122097,2253758,1573467,2734510,1696656,1629694,2842072,314807,62449,31669,1132454,134812,793520,152144,501029,991145,759730,67.9,100.0,62.2,100.0,100.0,100.0,,,,100.0,97.2,100.0,100.0,100.0,100.0,100.0,100.0,80.0,,,100.0,94.5,100.0,88.3,100.0,100.0,100.0,82.22,97.62,96.71,98.51,98.26,97.71,97.05,93.38,74.48,90.25,83.47,98.66,88.69,97.81,91.19,91.25,97.66,95.67,90.13,80.95,91.73,87.17,91.65,87.44,91.52,90.85,91.88,6,7,7,7,7,7,5,5,3,6,6,7,6,7,6,6,7,7,6,5,6,6,6,6,7,7,7,
789.6024,5.69,0,1.77,0.037,151034,9,18,100.0,9.9,64.2,33.5,1,2,789.5996,789.6075,789.5989,789.6082,,,789.5982,789.6010,,,,,,789.6083,,,,,,789.6026,,,,789.5972,,,,1.775,1.806,1.777,1.802,,,1.774,1.771,,,,,,1.804,,,,,,1.769,,,,1.773,,,,36246,1235999,40013,1523082,,,32854,35069,,,,,,1191388,,,,,,34250,,,,34024,,,,,79.9,,80.0,92.1,,,,,75.4,,92.6,,80.0,,100.0,87.3,,,,97.2,,,,89.4,,100.0,63.23,61.69,61.98,62.55,64.22,,60.01,63.37,36.22,29.64,,62.63,30.39,63.67,29.41,30.46,63.91,,39.20,60.15,28.90,33.98,27.86,56.48,29.24,,30.12,1,2,1,2,,,1,1,,,,,,2,,,,,,1,,,,1,,,,
418.3085,0.94,0,1.19,0.026,51063,27,0,100.0,42.9,99.8,7.4,3,5,418.3086,418.3085,418.3079,418.3087,418.3082,418.3083,418.3080,418.3083,418.3098,418.3080,418.3084,418.3082,418.3086,418.3083,418.3087,418.3078,418.3083,418.3091,418.3087,418.3085,418.3085,418.3084,418.3085,418.3089,418.3084,418.3085,418.3085,1.187,1.196,1.200,1.192,1.180,1.195,1.186,1.206,1.194,1.198,1.196,1.191,1.205,1.188,1.193,1.199,1.192,1.194,1.193,1.198,1.196,1.196,1.185,1.197,1.198,1.192,1.192,111488,2902474,58811,96258,57152,36073,25123,19181,23394,65601,49097,72822,71730,73115,81424,64182,54997,27178,70997,19580,64008,36762,104667,38790,88482,77915,56528,93.2,100.0,71.8,82.1,58.1,,,,24.0,100.0,,73.8,0.0,100.0,62.3,,35.0,48.6,79.6,,79.3,37.9,74.1,,100.0,47.4,,98.81,99.78,95.47,97.15,83.62,86.87,98.40,79.83,96.76,84.80,84.89,85.52,84.73,83.43,85.68,87.68,79.30,84.82,97.06,87.63,80.65,84.91,83.96,84.41,95.11,85.23,96.64,4,5,4,5,4,3,4,4,4,3,4,4,3,3,4,4,3,4,5,4,4,4,3,4,5,4,5,
776.6331,2.99,0,1.76,0.052,414084,18,9,100.0,0.0,91.1,25.3,1,3,,776.6361,,,,776.6310,776.6349,776.6316,776.6374,776.6338,,776.6299,776.6336,,776.6336,776.6341,776.6273,,776.6311,,776.6334,,776.6343,776.6323,776.6332,776.6334,776.6343,,1.784,,,,1.771,1.763,1.732,1.776,1.764,,1.756,1.764,,1.764,1.765,1.775,,1.764,,1.761,,1.756,1.773,1.758,1.763,1.752,,32688,,,,3729,849,2224,939,3695361,,38316,4034100,,3828007,3459675,38662,,1514,,3500954,,3774883,2266,1578673,1578229,1487165,,,,,,,,,,100.0,,,100.0,,100.0,100.0,,,,,100.0,,100.0,,99.9,100.0,100.0,,62.10,,42.72,42.05,64.36,67.43,59.46,83.06,90.16,,66.60,91.10,38.36,91.01,88.95,53.70,,58.82,,87.52,,90.78,82.34,88.87,88.80,87.93,,1,,,,3,3,2,3,2,,3,2,,2,2,3,,2,,2,,2,3,2,2,2,
767.5434,3.56,0,1.77,0.054,654612,22,5,100.0,37.2,98.6,20.1,2,6,767.5472,767.5427,,767.5432,767.5432,,,767.5428,767.5450,767.5407,,767.5428,767.5400,767.5436,767.5404,767.5409,767.5438,767.5460,,767.5506,767.5402,767.5441,767.5411,767.5485,767.5424,767.5424,767.5427,1.775,1.773,,1.768,1.762,,,1.760,1.765,1.769,,1.767,1.764,1.765,1.770,1.770,1.769,1.760,,1.724,1.767,1.778,1.762,1.757,1.758,1.763,1.763,1431,4346348,,4402824,4152611,,,1327,4868,2866578,,4294257,2969280,4407639,2054391,2812462,4053697,2391,,375,2248095,6402,2965423,7577,2902703,2920352,2466110,,100.0,,100.0,,,,,,100.0,,,,,100.0,,100.0,,,,100.0,,,,,,13.6,76.00,96.27,,97.79,97.28,45.47,,61.51,63.84,75.58,,96.33,71.23,98.00,64.22,75.44,98.59,70.51,,58.58,75.54,57.95,80.97,70.00,90.35,90.57,92.07,4,6,,5,6,,,2,4,5,,6,5,6,3,5,6,4,,3,5,3,5,4,5,5,5,
725.5572,2.88,0,1.77,0.104,557738,21,6,100.0,16.3,91.6,10.5,4,6,,725.5570,,725.5584,725.5578,725.5506,,725.5594,,725.5582,,725.5565,725.5577,725.5583,725.5578,725.5581,725.5583,725.5576,725.5524,,725.5576,725.5552,725.5585,725.5587,725.5577,725.5575,725.5582,,1.778,,1.785,1.768,1.682,,1.771,,1.775,,1.773,1.770,1.765,1.770,1.770,1.769,1.776,1.786,,1.767,1.767,1.762,1.768,1.758,1.768,1.763,,735117,,799721,778307,5787,,2318,,5429106,,599134,5206560,738927,4936594,5622559,671786,12686,2943,,5312289,3561,5057303,5205,2528338,2381453,2303343,,49.2,,80.0,,,,,,80.0,,97.6,100.0,,80.0,84.2,78.5,,,,80.0,,80.0,,80.0,97.8,100.0,,85.50,,90.48,88.28,52.13,,77.67,,91.56,,86.74,90.01,87.34,90.44,89.88,84.49,80.64,80.15,,91.04,78.32,89.65,77.58,87.87,91.34,90.47,,4,,4,4,6,,6,,6,,4,6,4,6,6,4,6,5,,6,5,6,6,6,6,6,
741.5886,2.93,0,1.76,0.043,490479,25,2,95.7,22.8,84.5,9.4,2,4,741.5861,741.5873,741.5889,741.5887,741.5884,741.5843,741.5856,,741.5877,741.5897,741.5899,741.5880,741.5894,741.5888,741.5897,741.5900,741.5884,741.5890,741.5855,741.5959,741.5893,,741.5904,741.5871,741.5888,741.5890,741.5892,1.781,1.761,1.782,1.757,1.757,1.788,1.774,,1.776,1.764,1.745,1.756,1.764,1.759,1.764,1.765,1.758,1.776,1.758,1.758,1.767,,1.762,1.779,1.758,1.763,1.758,7829,2837239,3704,2695402,2798953,8530,2342,,4179,3735248,4957,2574012,3848308,2840760,3525113,3334058,2721267,4018,4337,3794,3825723,,3266908,8241,2475593,2516656,2602439,,,,,,,,,,86.7,,,80.0,,95.7,80.0,32.5,,,,80.0,,80.0,,,80.0,80.0,73.28,60.41,64.03,62.96,62.46,62.02,64.23,,63.66,71.23,66.72,61.80,71.03,63.34,71.31,70.43,62.94,64.50,66.53,50.69,71.53,,70.32,84.54,63.49,63.99,63.43,4,2,3,2,2,3,4,,2,4,4,2,4,2,4,4,2,4,4,2,4,,4,4,3,3,3,
767.5461,1.40,0,2.18,0.059,230311,19,8,94.5,12.1,99.4,21.5,1,6,,767.5465,,767.5468,767.5473,,767.5466,767.5466,767.5453,767.5449,,767.5469,767.5447,767.5467,767.5451,767.5448,767.5467,,,,767.5452,,767.5449,767.5489,767.5462,767.5463,767.5460,,2.192,,2.188,2.177,,2.171,2.219,2.207,2.184,,2.165,2.179,2.185,2.195,2.179,2.178,,,,2.181,,2.187,2.160,2.194,2.183,2.211,,3359665,,3549218,2930300,,1928,2035,1539,2560408,,3076931,1925819,2781532,2257704,2113085,2438979,,,,2076825,,4850244,2900,1586583,3073320,1253445,,94.5,,79.7,60.0,,,,,,,71.5,71.8,71.6,70.0,71.3,70.0,,,,76.2,,76.9,,60.0,68.0,83.1,,97.90,45.53,96.70,95.79,,65.55,73.60,63.44,96.05,,94.91,95.79,98.12,96.74,96.62,97.33,,48.84,,97.05,,96.77,55.91,98.48,99.44,97.54,,6,,6,6,,3,4,2,6,,6,6,6,6,6,6,,,,6,,6,1,6,6,6,
276.1209,0.78,0,1.27,0.017,54935,27,0,100.0,38.2,99.0,3.5,5,7,276.1210,276.1207,276.1212,276.1204,276.1208,276.1210,276.1207,276.1210,276.1205,276.1210,276.1210,276.1212,276.1207,276.1209,276.1206,276.1211,276.1208,276.1207,276.1207,276.1205,276.1210,276.1212,276.1210,276.1210,276.1208,276.1210,276.1208,1.277,1.274,1.273,1.270,1.275,1.268,1.270,1.268,1.284,1.271,1.269,1.275,1.266,1.278,1.272,1.266,1.282,1.284,1.271,1.277,1.269,1.269,1.269,1.275,1.271,1.276,1.271,40299,93623,60135,102468,101935,86589,54788,58795,46953,108601,57371,101947,101605,95533,105389,100765,96117,49436,41818,60140,103177,45764,103264,54837,119389,310692,1919587,35.4,54.4,23.7,89.1,83.2,85.7,48.4,33.6,42.0,84.9,64.6,89.4,77.1,86.4,98.8,66.8,98.7,39.4,28.9,78.0,71.4,29.0,98.6,40.7,85.9,100.0,100.0,88.37,85.18,87.12,88.25,88.98,87.86,91.17,84.43,87.24,90.95,90.48,90.93,97.58,90.08,89.44,88.25,90.24,87.66,89.28,89.78,90.21,88.72,90.43,87.47,89.86,94.31,99.02,6,6,6,6,6,6,6,6,6,6,5,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,
165.0790,1.10,0,6.51,0.113,263315,20,7,100.0,0.0,99.9,23.0,1,3,165.0792,165.0792,,165.0790,165.0792,,165.0791,,,165.0792,165.0790,165.0791,165.0790,165.0790,165.0791,165.0791,165.0790,,165.0784,,165.0790,,165.0790,165.0789,165.0791,165.0791,165.0791,6.488,6.508,,6.510,6.515,,6.538,,,6.511,6.441,6.514,6.517,6.512,6.511,6.512,6.516,,6.510,,6.508,,6.520,6.554,6.516,6.515,6.510,6833,1365137,,1411476,1353586,,1958,,,967534,1083,1304864,864217,1495556,1193324,1184713,1515449,,1205,,707678,,466811,3099,630291,629399,637355,,100.0,,100.0,100.0,,,,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,,,100.0,,100.0,,100.0,100.0,100.0,83.28,98.79,46.02,99.16,99.39,,62.78,,48.78,99.23,51.26,99.69,99.42,99.22,99.42,99.47,99.22,,69.06,,98.68,,99.34,59.68,99.89,99.63,98.84,2,3,,3,3,,1,,,3,1,3,3,3,3,3,3,,2,,3,,3,1,3,3,3,
179.0795,0.32,0,8.06,0.138,134514,27,0,92.1,45.8,91.9,4.2,3,3,179.0795,179.0795,179.0795,179.0794,179.0795,179.0795,179.0794,179.0795,179.0794,179.0795,179.0794,179.0795,179.0795,179.0796,179.0795,179.0794,179.0795,179.0794,179.0795,179.0795,179.0795,179.0793,179.0795,179.0795,179.0796,179.0795,179.0794,8.067,8.053,8.085,8.049,8.032,8.091,8.099,8.024,7.979,8.067,8.115,8.042,8.056,8.046,8.045,8.057,8.117,8.068,8.072,8.106,8.053,8.081,8.031,8.065,8.038,8.049,8.050,6603006,1746546,6282428,1473524,1571187,6881203,1955876,2214999,3198473,1630786,2971292,626258,1218334,1723687,1287623,1472136,857809,5888418,3228307,1779734,1663551,43520,1086831,2890773,511893,1021755,1488698,38.7,92.1,0.0,67.5,54.5,42.7,,28.4,,63.0,,57.1,72.3,31.9,83.5,76.4,38.7,47.9,0.0,38.8,65.9,29.4,51.3,38.3,60.8,68.1,64.5,91.78,90.99,91.18,90.50,87.52,90.45,89.27,85.66,73.53,91.88,86.01,89.25,91.32,89.98,89.92,91.31,85.51,91.83,91.86,88.07,91.00,91.40,87.31,91.82,88.67,90.48,90.53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
238.1419,0.42,0,1.78,0.107,180353,18,9,100.0,30.8,91.9,6.3,7,7,238.1421,,238.1418,,238.1418,238.1419,238.1419,238.1419,238.1419,,238.1417,,,,238.1420,238.1418,,238.1419,238.1419,238.1419,,238.1418,,238.1417,238.1418,238.1419,238.1418,1.775,,1.777,,1.678,1.777,1.779,1.777,1.776,,1.778,,,,1.736,1.709,,1.776,1.775,1.775,,1.772,,1.773,1.786,1.785,1.780,344352,,527084,,427931,329216,334618,314966,270056,,303417,,,,8196,401605,,294630,698834,281771,,310401,,307345,125369,148182,1165489,81.7,,79.3,,,83.0,81.0,81.5,61.1,,84.9,0.0,,,,,,70.9,100.0,72.0,,80.1,,84.0,,58.3,80.0,91.40,,91.59,,71.44,91.86,91.62,91.45,91.11,,91.53,,,,82.50,79.16,,91.46,91.48,91.66,,90.96,,91.49,91.18,90.33,91.50,7,,7,,7,7,7,7,7,,7,,,,7,7,,7,7,7,,7,,7,7,7,7,
752.5831,4.07,0,1.76,0.077,40694,13,14,85.0,19.0,84.3,12.2,3,5,752.5796,752.5829,,752.5838,752.5829,,752.5847,,752.5782,,,752.5826,,752.5834,,,752.5840,752.5877,752.5782,,,752.5882,,752.5839,,,,1.736,1.767,,1.763,1.768,,1.701,,1.703,,,1.762,,1.765,,,1.769,1.760,1.708,,,1.778,,1.773,,,,2565,236486,,599791,433653,,684,,644,,,298124,,142526,,,343261,2322,1637,,,1746,,2919,,,,,,,56.1,,,,,,80.0,,44.7,80.0,47.2,80.0,80.0,85.0,,,,80.0,,80.0,,80.0,80.0,79.7,64.83,68.40,,70.72,68.70,,63.49,,71.66,63.96,48.63,68.73,64.04,75.29,63.96,64.01,69.75,84.25,52.26,,62.61,64.21,64.02,81.53,62.18,63.13,79.83,5,4,,4,4,,3,,5,,,4,,4,,,4,5,3,,,3,,5,,,,
154.0801,0.26,0,5.68,0.104,74123,27,0,98.6,41.5,78.7,3.0,2,2,154.0802,154.0801,154.0801,154.0801,154.0801,154.0801,154.0802,154.0801,154.0801,154.0801,154.0802,154.0801,154.0801,154.0801,154.0802,154.0801,154.0801,154.0801,154.0802,154.0801,154.0802,154.0801,154.0801,154.0800,154.0801,154.0801,154.0801,5.665,5.657,5.662,5.704,5.692,5.673,5.676,5.656,5.695,5.688,5.675,5.691,5.700,5.655,5.694,5.733,5.676,5.661,5.693,5.665,5.669,5.685,5.630,5.664,5.687,5.709,5.698,638118,556071,949962,636638,852383,240324,1131838,480119,804363,679063,882683,205657,790628,713135,744963,740408,771295,880091,856444,835814,834841,1256559,812166,633430,858257,692697,795435,91.8,,35.0,69.2,24.5,98.6,,24.9,35.0,,63.9,58.4,,56.7,66.2,33.7,,62.3,72.5,20.1,84.3,,57.9,28.6,68.3,68.7,,75.70,74.72,75.04,77.81,77.31,77.11,75.38,72.79,77.51,77.82,75.63,76.77,76.73,74.35,76.76,72.46,75.60,73.87,77.43,76.05,75.85,76.44,67.32,76.22,78.75,75.70,77.48,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
145.1103,0.58,0,6.51,0.017,182920,27,0,100.0,5.4,91.9,0.6,3,3,145.1103,145.1104,145.1104,145.1101,145.1104,145.1103,145.1103,145.1101,145.1102,145.1103,145.1104,145.1103,145.1103,145.1103,145.1102,145.1102,145.1102,145.1102,145.1104,145.1103,145.1102,145.1102,145.1102,145.1103,145.1103,145.1104,145.1103,6.516,6.514,6.513,6.510,6.515,6.513,6.521,6.518,6.506,6.516,6.514,6.514,6.517,6.518,6.511,6.517,6.522,6.512,6.510,6.511,6.520,6.514,6.509,6.509,6.505,6.515,6.510,101166,80860,93791,101741,103791,117313,104469,104538,108958,112109,842159,811944,979062,906515,971109,908214,834520,964504,1009259,1057502,952836,1047800,967224,1014365,1394050,1483566,1443559,,95.1,,,89.1,,,79.5,90.3,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.25,89.92,91.74,91.22,91.84,91.52,91.43,91.37,91.10,89.77,91.79,91.89,91.81,91.68,91.89,91.74,91.46,91.71,91.83,91.86,91.71,91.86,91.81,91.83,91.57,91.87,91.83,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
798.5882,1.09,0,1.76,0.075,703749,18,9,100.0,65.2,90.6,21.5,3,5,,798.5886,798.5867,798.5882,798.5886,798.5881,,,,798.5882,,798.5883,798.5875,798.5895,798.5878,798.5882,798.5907,798.5878,,,798.5876,,798.5885,,798.5877,798.5874,798.5879,,1.795,1.788,1.802,1.790,1.727,,,,1.758,,1.801,1.759,1.799,1.759,1.759,1.752,1.765,,,1.756,,1.751,,1.752,1.752,1.752,,1256378,3357,1261130,1723727,664,,,,4848721,,1254052,4777635,1789058,4717705,4795703,407478,4396,,,4793116,,4483456,,2696750,2691796,2695342,,53.8,,100.0,100.0,,,,,0.0,,100.0,,,77.1,80.0,,,,,,,54.0,,0.0,,31.3,34.73,90.49,65.15,89.73,90.55,57.06,,,,90.07,46.04,89.94,88.57,89.23,88.93,90.56,84.11,82.88,53.71,,89.17,,88.95,,89.16,87.38,86.31,,4,5,4,4,3,,,,4,,4,5,4,4,4,4,3,,,4,,4,,5,5,5,
677.4999,1.54,0,1.77,0.062,313407,17,10,100.0,15.0,96.7,13.6,3,5,677.4973,677.4988,,677.4996,677.4994,,,,677.4992,677.5012,,677.4990,677.5007,677.4999,677.5014,677.5003,677.4999,,,,677.5006,,677.5014,,677.4992,677.4996,677.5000,1.725,1.773,,1.774,1.779,,,,1.771,1.786,,1.773,1.787,1.771,1.775,1.787,1.780,,,,1.773,,1.779,,1.774,1.768,1.769,1881,2310881,,2456344,2516002,,,,1344,150928,,2249010,148381,2466062,138597,140230,2395892,,,,124753,,142332,,1090032,1054280,953081,,100.0,,100.0,100.0,,,,,100.0,,100.0,87.6,100.0,60.0,62.3,100.0,,,,,,97.1,,100.0,100.0,100.0,64.81,96.02,,95.66,95.75,,,,66.45,75.77,,96.09,78.48,95.16,75.20,77.18,95.05,,,,77.21,,77.50,,96.74,95.71,94.86,3,4,,4,4,,,,3,3,,4,3,4,3,3,4,,,,3,,3,,5,5,5,
257.1028,1.72,0,8.16,0.107,156957,18,9,100.0,32.4,91.7,20.0,2,3,,257.1030,257.1015,257.1029,257.1029,,257.1032,,,257.1029,,257.1028,257.1030,257.1030,257.1028,257.1030,257.1029,,,,257.1030,,257.1029,257.1017,257.1029,257.1029,257.1029,,8.165,8.175,8.156,8.077,,8.183,,,8.162,,8.154,8.168,8.158,8.162,8.169,8.162,,,,8.177,,8.171,8.127,8.161,8.161,8.161,,1966118,671,1940927,3397638,,697,,,824949,,1857663,357536,2014316,1087108,1067893,2043310,,,,565958,,123169,365,590506,568301,538985,,100.0,,67.5,100.0,,,,,26.3,,97.4,92.4,100.0,66.7,91.3,,,,,32.0,,93.6,,70.7,57.5,72.7,,91.75,62.07,91.39,73.75,,62.48,46.50,,91.68,,91.14,91.42,91.28,91.58,91.62,91.56,,,48.05,90.53,,90.92,58.42,91.35,91.33,91.72,,3,2,3,3,,2,,,3,,3,3,3,3,3,3,,,,3,,3,2,3,3,3,
164.0437,0.20,0,9.22,0.042,147806,27,0,100.0,39.2,91.8,0.8,4,4,164.0437,164.0438,164.0437,164.0438,164.0437,164.0437,164.0437,164.0437,164.0437,164.0438,164.0437,164.0437,164.0437,164.0437,164.0437,164.0438,164.0437,164.0437,164.0437,164.0437,164.0437,164.0438,164.0437,164.0438,164.0438,164.0437,164.0437,9.243,9.218,9.216,9.225,9.213,9.228,9.241,9.239,9.227,9.220,9.246,9.223,9.215,9.221,9.226,9.215,9.225,9.221,9.225,9.248,9.229,9.206,9.224,9.241,9.231,9.213,9.219,1448786,2304271,1441464,2322119,2330344,2219036,1462408,1523203,444252,755429,1442451,2213949,992812,2261504,2102002,1327748,1846560,717599,1459077,186138,1739017,1247677,1768977,1407417,601476,1766398,1858845,37.5,100.0,19.7,100.0,99.1,43.8,49.2,37.5,,88.4,42.9,95.8,85.5,100.0,93.6,100.0,92.4,39.5,34.6,,77.8,38.4,65.8,43.7,67.1,78.9,80.7,90.67,91.51,91.18,91.78,90.24,91.60,91.04,90.73,91.54,91.67,90.12,91.48,91.47,91.60,91.74,91.39,91.73,91.64,91.73,88.88,91.77,89.61,91.68,90.65,91.71,91.22,91.13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
152.0829,0.33,0,5.46,0.035,180098,27,0,94.2,15.7,88.4,3.3,2,2,152.0828,152.0829,152.0829,152.0828,152.0829,152.0828,152.0829,152.0829,152.0829,152.0830,152.0830,152.0829,152.0829,152.0829,152.0829,152.0829,152.0830,152.0829,152.0829,152.0829,152.0829,152.0829,152.0828,152.0829,152.0829,152.0829,152.0829,5.464,5.473,5.471,5.457,5.463,5.466,5.463,5.466,5.460,5.470,5.451,5.462,5.459,5.460,5.475,5.459,5.464,5.454,5.452,5.458,5.456,5.450,5.462,5.451,5.463,5.446,5.441,594350,991196,1461615,966006,859417,480509,767477,1267310,1303166,925320,635040,940443,1274719,725868,1596547,1226023,1221406,1304682,817023,687172,1576598,1412521,796615,913857,670740,631612,946172,65.3,68.2,92.7,,,64.3,64.6,76.2,,55.5,68.6,60.1,62.2,62.1,,94.2,57.4,66.7,62.1,,75.7,56.2,58.4,67.8,64.9,59.1,,81.51,82.26,77.49,81.52,81.08,83.39,80.17,79.65,79.46,79.01,84.27,82.49,79.52,86.42,78.53,78.25,81.33,81.61,83.06,86.16,81.29,83.04,88.43,84.73,83.21,84.16,79.32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
